"Month","Year","DayHour","Temperature","Visibility","Weather.Condition","Track.Type","Track.Class","Track.Density","Train.Direction","Train.Speed","Recorded.Estimated.Speed","Maximum.Speed","Gross.Tonnage","Signalization","Method.of.Operation","Positive.Alcohol.Tests","Positive.Drug.Tests","Passengers.Transported","Hazmat.Cars","Head.End.Locomotives","Mid.Train.Manual.Locomotives","Mid.Train.Remote.Locomotives","Rear.End.Manual.Locomotives","Rear.End.Remote.Locomotives","Loaded.Freight.Cars","Loaded.Passenger.Cars","Empty.Freight.Cars","Empty.Passenger.Cars","Cabooses","Engineers.On.Duty","Firemen.On.Duty","Brakemen.On.Duty","Conductors.On.Duty","Hours.Engineers.On.Duty","Hours.Conductors.On.Duty","Minutes.Engineers.On.Duty","Minutes.Conductors.On.Duty","Latitude","Longitude","Joint.Track.Class","Class.Code","Reporting.Railroad.Class","Reporting.Railroad.SMT.Grouping","Equipment.Damage.Cost","Track.Damage.Cost","Total.Damage.Cost","summed_cost","Postive.DA.Tests"
"06",2018,"9",71,"Day","Rain","Main","4",79.94,"East",27,"Recorded",27,8059,"Signaled","Signal Indication",0,0,"No",2,2,0,0,0,0,140,0,0,0,0,1,0,0,1,6,6,13,13,45.716488,-91.294842,"4","No","Class 1","SMT-4 - CP/CN/CCD",995895,0,1201869,995895,"No"
"04",2013,"23",37,"Dark","Rain","Main","2",3.8,"North",24,"Estimated",24,760,"Signaled","Signal Indication",0,0,"No",5,1,0,0,0,0,13,0,16,0,0,1,0,0,1,4,4,15,15,43.286592,-87.919249,"2","CL","Class 1","SMT-6 - UP/KCS",120118,154225,274343,274343,"No"
"10",2012,"19",40,"Dark","Clear","Main","2",7,"East",17,"Recorded",17,14690,"Not Signaled","Direct Train Control",0,0,"No",0,2,0,0,1,0,113,0,0,0,0,1,0,0,1,10,10,30,30,43.32199,-89.26013,"2","No","Class 1","SMT-8 - Short Line West",722700,277800,1000500,1000500,"No"
"06",2019,"12",68,"Day","Clear","Main","1",68.26,"West",5,"Recorded",5,3155,"Not Signaled","Yard/Restricted Limits",0,0,"No",1,1,0,0,0,0,30,0,38,0,0,1,0,0,1,2,2,42,42,46.967778,-123.822778,"1","Cl","Class 3","SMT-2 - Short Line East",51281,1400,52681,52681,"No"
"09",2017,"15",63,"Day","Rain","Main","4",38.14,"South",2,"Estimated",2,2671,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,1,0,0,124,0,0,1,0,0,1,8,8,55,55,48.380637,-122.338584,"4","CL","Class 1","SMT-5 - BNSF",0,38352,38352,38352,"No"
"03",2017,"8",35,"Day","Rain","Yard","1",37,"South",3,"Recorded",3,0,"Not Signaled","Other Than Main Track",0,0,"No",0,4,0,0,0,0,15,0,18,0,0,1,0,1,1,1,1,24,24,43.590273,-72.97599,"1","Cl","Class 3","SMT-2 - Short Line East",105473,46824,152297,152297,"No"
"08",2013,"15",72,"Day","Cloudy","Main","X",130.93,"South",15,"Recorded",15,4992,"Not Signaled","Direct Train Control",0,0,"No",0,3,0,0,0,0,26,0,0,0,0,1,0,0,1,2,2,40,40,36.7993,-78.4583,"X","Cl","Class 3","SMT-2 - Short Line East",288516,410984,699500,699500,"No"
"07",2013,"17",90,"Dusk","Clear","Main","3",84,"East",39,"Recorded",39,21297,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,150,0,0,0,0,1,0,0,1,9,9,30,30,37.763518,-78.563787,"3","CL","Class 1","SMT-9 - CSX",1442153,240500,1682653,1682653,"No"
"05",2014,"23",52,"Dark","Clear","Main","1",67.15,"West",5,"Recorded",5,13526,"Not Signaled","Yard/Restricted Limits",0,0,"No",0,2,0,0,0,1,101,0,0,0,0,1,0,0,1,8,1,50,20,46.976292,-123.808437,"1","Cl","Class 3","SMT-2 - Short Line East",44700,60000,104700,104700,"No"
"07",2014,"1",60,"Dark","Cloudy","Main","1",25.28,"North",5,"Estimated",5,13692,"Signaled","Signal Indication",0,0,"No",97,2,0,0,0,1,102,0,0,0,0,1,0,0,1,8,8,50,50,47.631469,-122.376159,"1","CL","Class 1","SMT-5 - BNSF",132105,342305,474410,474410,"No"
"09",2013,"2",53,"Dark","Clear","Main","3",8.4,"North",34,"Recorded",34,2598,"Not Signaled","Direct Train Control",0,0,"No",4,2,0,0,0,0,23,0,16,0,0,1,0,0,1,4,4,35,35,36.651219,-76.992831,"3","CL","Class 1","SMT-9 - CSX",2119950,40000,2159950,2159950,"No"
"01",2014,"9",25,"Day","Cloudy","Main","3",29,"West",0,"Recorded",17,14073,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,99,0,0,0,0,1,0,0,1,11,11,50,50,41.136879,-111.897796,"3","CL","Class 1","SMT-6 - UP/KCS",154231,0,1482334,154231,"No"
"01",2014,"9",25,"Day","Cloudy","Main","3",29,"West",17,"Recorded",17,14284,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,101,0,0,0,0,1,1,0,1,11,11,30,30,41.136879,-111.897796,"3","CL","Class 1","SMT-6 - UP/KCS",1160940,167163,1482334,1328103,"No"
"08",2022,"21",73,"Dark","Cloudy","Yard","1",27,"East",3,"Recorded",3,0,"Not Signaled","Other Than Main Track",0,0,"No",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,10,10,37.277109,-79.982323,"1","CL","Class 1","SMT-3 - Norfolk Southern",14100,150,14250,14250,"No"
"03",2016,"0",49,"Dark","Cloudy","Main","3",13,"North",14,"Recorded",14,5644,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,44,0,0,0,0,1,0,0,1,1,1,15,15,37.444426,-79.806276,"3","CL","Class 1","SMT-3 - Norfolk Southern",60,500,52287,560,"No"
"09",2011,"14",80,"Day","Cloudy","Main","3",45.2,"West",8,"Estimated",8,110,"Signaled","Signal Indication",0,0,"No",0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,6,6,40,40,40.97232,-111.438913,"3","CL","Class 1","SMT-6 - UP/KCS",15000,36993,51993,51993,"No"
"10",2014,"12",86,"Day","Clear","Main","3",63.6,"West",4,"Estimated",4,1200,"Signaled","Signal Indication",0,0,"No",0,1,0,0,0,0,10,0,0,0,0,1,0,1,1,5,5,44,44,29.824245,-95.257139,"3","CL","Class 1","SMT-6 - UP/KCS",8147,31481,39628,39628,"No"
"07",2012,"2",79,"Dark","Clear","Main","2",49.02,"South",10,"Estimated",10,0,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,22,0,17,0,0,1,0,1,1,3,3,55,55,31.09531,-97.345347,"2","CL","Class 1","SMT-5 - BNSF",0,24850,24850,24850,"No"
"06",2013,"23",76,"Dark","Clear","Main","5",72.54,"East",44,"Recorded",44,4703,"Signaled","Signal Indication",0,0,"No",1,2,0,0,0,0,56,0,7,0,0,1,0,0,1,3,3,44,44,35.333741,-101.393282,"5","CL","Class 1","SMT-5 - BNSF",1191265,958034,2149299,2149299,"No"
"09",2013,"4",59,"Dark","Clear","Main","5",74.5,"East",0,"Recorded",46,6447,"Signaled","Signal Indication",0,0,"No",4,1,0,0,0,2,80,0,0,0,0,1,0,0,1,2,2,57,57,35.256143,-101.640841,"5","CL","Class 1","SMT-5 - BNSF",8235342,0,11973203,8235342,"No"
"12",2013,"10",44,"Day","Cloudy","Main","3",31,"South",8,"Recorded",8,12600,"Not Signaled","Yard/Restricted Limits",0,0,"No",0,3,0,0,0,0,90,0,0,0,0,1,0,0,1,11,11,30,30,30.453611,-97.721111,"3","Cl","Class 3","SMT-8 - Short Line West",21000,0,32000,21000,"No"
"04",2020,"10",62,"Day","Clear","Main","3",31.5,"South",6,"Estimated",6,8669,"Signaled","Signal Indication",0,0,"No",1,3,0,0,0,0,89,0,21,0,0,1,0,0,1,6,6,22,22,29.402525,-98.450149,"3","CL","Class 1","SMT-6 - UP/KCS",11494,102086,113580,113580,"No"
"08",2020,"15",101,"Day","Clear","Main","3",32.7,"South",27,"Estimated",27,15673,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,110,0,0,0,0,1,0,0,1,9,9,19,19,29.672972,-98.167564,"3","CL","Class 1","SMT-6 - UP/KCS",1347755,459176,1806931,1806931,"No"
"12",2013,"8",60,"Dawn","Clear","Main","3",22.4,"North",14,"Recorded",14,5187,"Signaled","Direct Train Control",0,0,"No",0,4,0,0,0,0,56,0,36,0,0,1,0,1,1,7,7,25,25,29.530035,-98.457537,"3","CL","Class 1","SMT-6 - UP/KCS",7226,50470,57696,57696,"No"
"08",2022,"14",96,"Day","Clear","Main","5",24,"North",22,"Estimated",22,9621,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,2,134,0,0,0,0,1,0,0,1,6,6,5,5,30.586501,-97.318785,"5","CL","Class 1","SMT-6 - UP/KCS",12476,1960,14436,14436,"No"
"07",2018,"16",108,"Day","Clear","Main","4",33.7,"South",12,"Recorded",12,21450,"Signaled","Signal Indication",0,1,"No",0,2,0,0,0,2,150,0,0,0,0,1,0,0,1,8,8,28,28,31.508002,-96.949569,"4","CL","Class 1","SMT-6 - UP/KCS",469027,136204,605231,605231,"Yes"
"07",2015,"0",85,"Dark","Clear","Main","3",29.7,"North",25,"Recorded",25,12857,"Signaled","Signal Indication",0,1,"No",0,3,0,0,0,0,90,0,0,0,0,1,0,0,1,9,9,44,44,32.840176,-97.358426,"3","CL","Class 1","SMT-6 - UP/KCS",15806,194407,210213,210213,"Yes"
"10",2019,"7",37,"Day","Clear","Main","2",32,"West",4,"Recorded",4,12641,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,99,0,24,0,0,1,0,0,1,8,8,17,17,31.771124,-106.473036,"2","CL","Class 1","SMT-6 - UP/KCS",4202,26784,30986,30986,"No"
"10",2019,"2",64,"Dark","Clear","Main","3",9.5,"South",15,"Recorded",15,17388,"Not Signaled","Direct Train Control",0,0,"No",20,3,0,0,0,2,122,0,49,0,0,2,0,0,1,4,10,10,49,30.00783,-97.249524,"3","CL","Class 1","SMT-6 - UP/KCS",195005,172980,367985,367985,"No"
"10",2013,"2",60,"Dark","Cloudy","Main","1",1409.1,"North",0,"Estimated",0,0,"Signaled","Direct Train Control",0,0,"No",0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,7,7,9,9,40.127287,-75.347457,"1","No","Class 3","SMT-1 - Amtrak, Commuter East",10000,0,10000,10000,"No"
"10",2013,"18",68,"Dark","Cloudy","Main","1",1409.1,"North",0,"Estimated",0,0,"Signaled","Direct Train Control",0,0,"No",0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,12,12,18,18,39.981297,-75.149317,"1","No","Class 3","SMT-1 - Amtrak, Commuter East",10000,12667,22667,22667,"No"
"11",2017,"23",65,"Dark","Cloudy","Main","3",18.9,"North",8,"Estimated",8,1919,"Not Signaled","Direct Train Control",0,0,"No",0,4,0,0,0,0,80,0,24,0,0,1,0,0,1,3,3,45,45,35.180835,-89.921891,"3","CL","Class 1","SMT-9 - CSX",140191,73748,213939,213939,"No"
"11",2013,"6",37,"Dawn","Cloudy","Main","1",1968.8,"South",5,"Estimated",5,0,"Signaled","Direct Train Control",0,0,"Yes",0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,1,1,2,2,39.956448,-75.181739,"1","No","Class 3","SMT-1 - Amtrak, Commuter East",13000,4222,17222,17222,"No"
"12",2022,"13",40,"Day","Clear","Main","3",1854.6,"North",40,"Estimated",40,0,"Signaled","Signal Indication",0,0,"Yes",0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,1,1,19,19,39.938288,-75.265194,"3","No","Class 3","SMT-1 - Amtrak, Commuter East",35000,232054,267054,267054,"No"
"06",2011,"13",79,"Day","Clear","Yard","1",2,"South",1,"Recorded",1,5110,"Not Signaled","Other Than Main Track",0,0,"No",0,1,0,0,0,0,16,0,0,0,0,1,0,0,1,2,2,15,15,40.225332,-76.953228,"1","CL","Class 1","SMT-3 - Norfolk Southern",21700,5000,26700,26700,"No"
"07",2012,"1",66,"Dark","Clear","Main","3",66,"West",16,"Recorded",16,3815,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,0,0,72,0,0,1,1,0,1,4,4,14,14,41.082518,-81.50979,"3","CL","Class 1","SMT-9 - CSX",10615,2000,311984,12615,"No"
"06",2012,"10",89,"Day","Clear","Main","5",41.3,"East",63,"Recorded",63,6328,"Signaled","Signal Indication",0,0,"No",6,3,0,0,0,1,108,0,0,0,0,1,0,0,1,3,3,21,21,36.60801,-101.603173,"5","CL","Class 1","SMT-6 - UP/KCS",7622766,121940,11729623,7744706,"No"
"02",2018,"13",13,"Day","Snow","Main","4",11.3,"East",12,"Estimated",12,7508,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,53,0,24,0,0,1,0,0,1,10,10,20,20,42.285222,-86.138329,"4","CL","Class 1","SMT-9 - CSX",6781,9717,16498,16498,"No"
"04",2019,"22",51,"Dark","Clear","Main","4",25.6,"West",40,"Estimated",40,2867,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,0,0,135,0,0,1,0,0,1,2,2,26,26,41.173181,-101.205524,"4","CL","Class 1","SMT-6 - UP/KCS",326281,0,326281,326281,"No"
"03",2019,"15",40,"Day","Clear","Main","2",38.1,"East",4,"Estimated",4,11724,"Signaled","Signal Indication",0,0,"No",0,3,0,1,0,0,72,0,90,0,0,1,0,0,1,2,2,50,50,39.313011,-76.621768,"2","CL","Class 1","SMT-9 - CSX",259723,1000,260723,260723,"No"
"08",2017,"13",72,"Day","Cloudy","Main","4",141,"East",0,"Recorded",29,8295,"Signaled","Signal Indication",0,0,"No",11,3,0,0,0,0,49,0,67,0,0,1,0,0,1,2,2,2,2,38.675777,-91.631411,"4","CL","Class 1","SMT-6 - UP/KCS",214963,0,965508,214963,"No"
"08",2017,"13",72,"Day","Cloudy","Main","4",141,"East",29,"Recorded",29,11809,"Signaled","Signal Indication",0,0,"No",9,2,0,0,0,1,82,0,47,0,0,1,0,0,1,1,1,27,27,38.675777,-91.631411,"4","CL","Class 1","SMT-6 - UP/KCS",672085,78460,965508,750545,"No"
"11",2011,"16",50,"Day","Clear","Main","4",6.4,"North",70,"Estimated",70,180,"Signaled","Signal Indication",0,0,"Yes",0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,1,1,18,45,41.034817,-111.95044,"4","No","Class 3","SMT-7 - Commuter West",26000,10500,36500,36500,"No"
"03",2016,"0",49,"Dark","Cloudy","Main","3",13,"North",0,"Recorded",14,7597,"Signaled","Signal Indication",0,0,"No",0,5,0,0,0,0,60,0,10,0,0,1,0,0,1,5,5,30,30,37.444426,-79.806276,"3","CL","Class 1","SMT-3 - Norfolk Southern",51727,0,52287,51727,"No"
"10",2016,"15",62,"Day","Clear","Main","1",30.2,"West",3,"Recorded",3,1430,"Not Signaled","Direct Train Control",0,0,"No",0,2,0,0,0,0,102,0,0,0,0,1,0,0,1,1,1,56,56,37.813794,-79.828813,"1","CL","Class 1","SMT-9 - CSX",52815,0,64941,52815,"No"
"07",2017,"21",90,"Dusk","Clear","Main","3",5.26,"West",11,"Estimated",11,12475,"Signaled","Signal Indication",0,0,"No",11,5,0,0,0,0,78,0,57,0,0,1,0,0,1,7,7,28,28,39.928423,-91.436706,"3","CL","Class 1","SMT-5 - BNSF",11951,1000,12951,12951,"No"
"08",2017,"15",85,"Day","Clear","Main","4",27.45,"East",23,"Recorded",23,19162,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,134,0,0,0,0,1,0,0,1,1,1,10,10,38.497515,-90.345142,"4","CL","Class 1","SMT-5 - BNSF",347602,400000,747602,747602,"No"
"12",2012,"17",80,"Day","Cloudy","Main","3",27.8,"North",4,"Recorded",4,10591,"Signaled","Signal Indication",0,0,"No",69,4,0,0,0,0,67,0,58,0,0,1,0,0,1,8,8,35,35,29.663726,-95.235665,"3","CL","Class 1","SMT-6 - UP/KCS",31110,56015,87125,87125,"No"
"07",2015,"5",70,"Dawn","Cloudy","Main","3",4246.6,"East",50,"Estimated",50,0,"Signaled","Direct Train Control",0,0,"Yes",0,1,4,0,1,0,0,0,0,0,0,1,0,1,1,2,2,3,3,40.0496,-75.4038,"3","No","Class 3","SMT-1 - Amtrak, Commuter East",5272,0,23157,5272,"No"
"10",2011,"21",82,"Dark","Clear","Main","4",28,"East",23,"Recorded",23,5360,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,98,0,0,0,0,1,0,0,1,10,10,50,50,32.731453,-97.173418,"4","CL","Class 1","SMT-6 - UP/KCS",278638,150406,583246,429044,"No"
"02",2014,"17",9,"Dusk","Clear","Industry","1",10.444,"South",3,"Estimated",3,0,"Signaled","Other Than Main Track",0,0,"No",0,1,0,0,0,0,4,0,0,0,0,1,0,0,1,8,8,30,30,42.887,-85.676,"1","Cl","Class 3","SMT-8 - Short Line West",0,15000,15000,15000,"No"
"03",2014,"16",38,"Dusk","Clear","Main","3",10.444,"East",4,"Recorded",4,60,"Signaled","Signal Indication",0,0,"No",0,1,0,0,0,0,0,0,2,0,0,1,0,1,1,6,6,54,54,41.783,-85.662,"3","Cl","Class 3","SMT-8 - Short Line West",97000,10000,107000,107000,"No"
"04",2013,"2",55,"Dark","Clear","Main","3",21.1,"South",19,"Recorded",19,15202,"Signaled","Direct Train Control",0,0,"No",0,2,0,0,1,1,107,0,0,0,0,1,0,0,1,7,7,4,4,32.856769,-97.360692,"3","CL","Class 1","SMT-6 - UP/KCS",673029,974532,1647561,1647561,"No"
"07",2016,"1",75,"Dark","Clear","Main","4",5,"South",25,"Estimated",25,4577,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,64,0,1,0,0,1,0,0,1,7,7,22,22,36.937589,-89.863186,"4","CL","Class 1","SMT-6 - UP/KCS",61888,539389,601277,601277,"No"
"04",2013,"2",43,"Dark","Clear","Yard","9",10,"South",5,"Recorded",5,4612,"Not Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,30,0,25,0,0,1,0,0,1,4,4,8,8,42.274249,-83.137772,"9","Cl","Class 3","SMT-2 - Short Line East",40000,300,41989,40300,"No"
"08",2011,"15",106,"Day","Clear","Main","4",39.8,"East",40,"Estimated",40,12910,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,99,0,0,0,0,1,0,0,1,10,10,20,20,32.620033,-95.327815,"4","CL","Class 1","SMT-6 - UP/KCS",813828,272701,1086529,1086529,"No"
"08",2015,"18",86,"Day","Clear","Main","1",9.41,"North",6,"Recorded",6,5100,"Signaled","Signal Indication",0,0,"No",0,0,0,0,5,0,38,0,0,0,1,1,0,1,1,2,2,56,56,40.4036,-79.8686,"1","Cl","Class 3","SMT-2 - Short Line East",4000,43695,47695,47695,"No"
"09",2015,"22",70,"Dark","Clear","Industry","2",5e+05,"West",9,"Estimated",9,420,"Not Signaled","Other Than Main Track",0,0,"No",0,3,0,0,0,0,0,0,14,0,0,1,0,0,1,8,8,30,30,39.869463,-76.87372,"2","Cl","Class 3","SMT-2 - Short Line East",15000,77350,92350,92350,"No"
"08",2015,"6",73,"Dawn","Clear","Main","3",1968.8,"West",30,"Estimated",30,0,"Signaled","Signal Indication",0,0,"Yes",0,1,2,0,1,0,0,0,0,0,0,1,0,1,1,1,1,48,48,39.842072,-75.375609,"7","No","Class 3","SMT-1 - Amtrak, Commuter East",11127,0,25362,11127,"No"
"06",2014,"2",52,"Dark","Clear","Main","4",53.67,"East",28,"Recorded",28,7737,"Signaled","Signal Indication",0,0,"No",20,5,0,0,0,0,41,0,91,0,0,1,0,0,1,10,10,18,18,45.284605,-93.544492,"4","CL","Class 1","SMT-5 - BNSF",473186,323417,796603,796603,"No"
"05",2014,"23",49,"Dark","Rain","Main","4",17.59,"East",43,"Recorded",43,17262,"Not Signaled","Direct Train Control",0,0,"No",0,2,0,0,0,1,122,0,0,0,0,1,0,0,2,6,6,35,35,46.326234,-94.493889,"4","CL","Class 1","SMT-5 - BNSF",2355371,975617,3330988,3330988,"No"
"03",2018,"22",37,"Dark","Cloudy","Main","3",0.33,"West",34,"Recorded",34,7328,"Signaled","Signal Indication",0,0,"No",12,2,0,0,0,0,45,0,39,0,0,1,0,0,1,3,3,49,49,39.154756,-94.495444,"4","CL","Class 1","SMT-5 - BNSF",1230033,0,1306736,1230033,"No"
"07",2020,"16",101,"Day","Cloudy","Main","4",28.5,"West",8,"Estimated",8,14854,"Signaled","Signal Indication",0,0,"No",38,3,0,0,0,0,117,0,14,0,0,1,0,0,1,10,10,35,35,31.775408,-106.462789,"4","CL","Class 1","SMT-6 - UP/KCS",8588,427998,436586,436586,"No"
"11",2014,"2",0,"Dark","Clear","Main","4",12,"East",8,"Estimated",25,11920,"Signaled","Direct Train Control",0,0,"No",0,4,0,0,0,0,88,0,16,0,0,1,0,0,1,6,6,45,45,44.154631,-94.042973,"4","CL","Class 1","SMT-4 - CP/CN/CCD",38533,0,409305,38533,"No"
"11",2014,"6",28,"Dawn","Clear","Main","3",45.01,"South",30,"Estimated",30,12632,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,118,0,0,0,0,1,0,0,1,9,9,27,27,46.975524,-92.577775,"3","No","Class 1","SMT-4 - CP/CN/CCD",0,22352,22352,22352,"No"
"12",2014,"21",22,"Dark","Cloudy","Main","3",1.8,"West",7,"Estimated",7,10000,"Not Signaled","Direct Train Control",0,0,"No",0,1,1,0,0,0,109,0,0,0,0,1,0,1,1,6,4,10,10,46.581078,-96.059883,"3","Cl","Class 3","SMT-2 - Short Line East",130000,67050,197050,197050,"No"
"08",2019,"19",84,"Dusk","Clear","Main","3",28.1,"West",33,"Estimated",33,15679,"Signaled","Signal Indication",0,0,"No",16,3,0,1,0,0,116,0,84,0,0,1,0,0,1,8,8,18,18,38.758127,-94.125216,"3","CL","Class 1","SMT-6 - UP/KCS",200,44016,44216,44216,"No"
"06",2015,"3",65,"Dark","Cloudy","Main","4",129.95,"East",36,"Recorded",36,19137,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,134,0,0,0,0,1,0,0,1,6,6,2,2,39.844264,-94.879133,"4","CL","Class 1","SMT-5 - BNSF",1823368,816511,2639879,2639879,"No"
"02",2012,"7",37,"Day","Clear","Main","5",25.2,"West",44,"Recorded",44,10785,"Signaled","Signal Indication",0,0,"No",9,2,0,0,0,2,80,0,20,0,0,1,0,0,1,7,7,42,42,29.364746,-100.640705,"5","CL","Class 1","SMT-6 - UP/KCS",1521732,201669,1723401,1723401,"No"
"10",2015,"0",36,"Dark","Clear","Yard","1",1,"East",4,"Estimated",4,4764,"Not Signaled","Other Than Main Track",0,0,"No",38,2,0,0,0,0,38,0,0,0,0,1,0,0,1,11,11,27,27,39.902887,-75.139811,"1","Cl","Class 3","SMT-2 - Short Line East",30702,0,125377,30702,"No"
"07",2019,"20",89,"Dark","Rain","Main","4",13.8,"North",22,"Recorded",22,5995,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,70,0,2,0,0,1,0,1,1,9,9,55,55,32.501885,-94.66933,"4","CL","Class 1","SMT-6 - UP/KCS",32076,857,32933,32933,"No"
"09",2014,"3",60,"Dark","Clear","Main","2",53.43,"East",2,"Estimated",11,14343,"Signaled","Signal Indication",0,0,"No",108,3,0,0,0,0,110,0,0,0,0,1,0,0,1,4,4,55,55,44.974302,-93.203556,"2","CL","Class 1","SMT-5 - BNSF",75668,0,166672,75668,"No"
"06",2015,"13",94,"Day","Cloudy","Main","4",65.7,"East",30,"Estimated",30,13345,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,98,0,0,0,0,1,0,0,1,4,4,45,45,38.529152,-90.60552,"4","CL","Class 1","SMT-6 - UP/KCS",1573535,368307,1941842,1941842,"No"
"05",2015,"0",55,"Dark","Clear","Main","4",52.81,"South",0,"Recorded",0,17481,"Signaled","Signal Indication",0,0,"No",3,2,0,1,0,0,132,0,14,0,0,1,0,0,1,2,2,40,40,48.495988,-93.334103,"4","No","Class 1","SMT-4 - CP/CN/CCD",240199,3231596,3471795,3471795,"No"
"11",2022,"8",72,"Day","Cloudy","Main","4",12.7,"North",4,"Estimated",4,9843,"Signaled","Signal Indication",0,0,"No",0,5,0,0,0,0,48,0,110,0,0,1,0,0,1,8,8,11,11,29.7862,-95.43969,"4","CL","Class 1","SMT-6 - UP/KCS",32541,1559,34100,34100,"No"
"06",2016,"18",94,"Dusk","Clear","Main","4",28.29,"North",42,"Recorded",42,16410,"Not Signaled","Direct Train Control",0,0,"No",0,1,0,0,0,2,116,0,0,0,0,1,0,0,1,6,6,29,29,44.621915,-95.66442,"4","CL","Class 1","SMT-5 - BNSF",1309159,1168286,2477445,2477445,"No"
"01",2016,"21",21,"Dark","Clear","Main","3",7,"South",28,"Estimated",28,7311,"Not Signaled","Direct Train Control",0,0,"No",9,3,0,0,0,0,50,0,18,0,0,1,0,0,1,7,7,43,43,43.65296,-91.27495,"3","CL","Class 1","SMT-4 - CP/CN/CCD",852463,145490,997953,997953,"No"
"02",2013,"5",45,"Dark","Cloudy","Main","2",6.4,"South",17,"Recorded",17,16789,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,119,0,0,0,0,1,0,0,1,6,6,53,53,36.589446,-89.614207,"2","CL","Class 1","SMT-6 - UP/KCS",592115,159661,915384,751776,"No"
"02",2015,"19",37,"Dusk","Rain","Main","1",4.5,"West",7,"Recorded",7,0,"Not Signaled","Yard/Restricted Limits",0,0,"No",0,2,0,0,0,0,22,0,20,0,0,1,0,1,1,3,3,44,44,29.99093,-94.908058,"1","CL","Class 1","SMT-5 - BNSF",70101,0,75915,70101,"No"
"03",2021,"16",55,"Dusk","Clear","Yard","1",7,"East",5,"Estimated",5,11656,"Signaled","Other Than Main Track",0,0,"No",0,3,0,0,0,0,115,0,27,0,0,1,0,0,1,10,10,45,45,38.696145,-90.220947,"1","CL","Class 1","SMT-3 - Norfolk Southern",7186,12400,19586,19586,"No"
"03",2022,"18",40,"Dusk","Cloudy","Main","3",11.52,"West",8,"Recorded",8,7385,"Signaled","Signal Indication",0,0,"No",0,4,0,0,0,0,64,0,7,0,0,1,0,0,1,5,5,46,46,39.927031,-91.43728,"3","CL","Class 1","SMT-5 - BNSF",160149,2643,162792,162792,"No"
"03",2021,"1",51,"Dark","Rain","Main","2",7,"West",4,"Recorded",4,10611,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,75,0,0,0,0,1,0,0,1,6,6,15,15,39.076093,-94.603321,"2","CL","Class 1","SMT-6 - UP/KCS",30677,0,66938,30677,"No"
"07",2021,"20",68,"Dusk","Clear","Main","5",85.62,"West",53,"Estimated",53,14223,"Signaled","Signal Indication",0,0,"No",3,3,0,0,0,2,108,0,28,0,0,1,0,0,1,6,6,25,25,39.742359,-92.925334,"5","CL","Class 1","SMT-5 - BNSF",1884750,1520000,3404750,3404750,"No"
"11",2016,"5",43,"Dawn","Clear","Main","4",16.7,"South",37,"Recorded",37,16232,"Signaled","Signal Indication",0,0,"No",8,2,0,0,0,2,111,0,35,0,0,1,0,0,1,6,6,25,25,43.865614,-93.300617,"4","CL","Class 1","SMT-6 - UP/KCS",1369989,203776,1573765,1573765,"No"
"07",2012,"1",66,"Dark","Clear","Main","3",66,"West",2,"Estimated",16,4565,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,34,0,13,0,0,1,0,0,1,3,3,19,19,41.082518,-81.50979,"3","CL","Class 1","SMT-9 - CSX",299369,0,311984,299369,"No"
"10",2017,"2",45,"Dark","Cloudy","Main","4",50,"West",17,"Recorded",17,5972,"Signaled","Signal Indication",0,0,"No",3,1,0,1,0,0,48,0,0,0,0,1,0,0,1,9,9,9,9,44.78323,-92.889224,"5","CL","Class 1","SMT-4 - CP/CN/CCD",15000,27,32167,15027,"No"
