"Month","Year","DayHour","Temperature","Visibility","Weather.Condition","Track.Type","Track.Class","Track.Density","Train.Direction","Train.Speed","Recorded.Estimated.Speed","Maximum.Speed","Gross.Tonnage","Signalization","Method.of.Operation","Positive.Alcohol.Tests","Positive.Drug.Tests","Passengers.Transported","Hazmat.Cars","Head.End.Locomotives","Mid.Train.Manual.Locomotives","Mid.Train.Remote.Locomotives","Rear.End.Manual.Locomotives","Rear.End.Remote.Locomotives","Loaded.Freight.Cars","Loaded.Passenger.Cars","Empty.Freight.Cars","Empty.Passenger.Cars","Cabooses","Engineers.On.Duty","Firemen.On.Duty","Brakemen.On.Duty","Conductors.On.Duty","Hours.Engineers.On.Duty","Hours.Conductors.On.Duty","Minutes.Engineers.On.Duty","Minutes.Conductors.On.Duty","Latitude","Longitude","Joint.Track.Class","Class.Code","Reporting.Railroad.Class","Reporting.Railroad.SMT.Grouping","Equipment.Damage.Cost","Track.Damage.Cost","Total.Damage.Cost","summed_cost","Postive.DA.Tests"
"10",2018,"3",38,"Dark","Clear","Main","1",0.4,"South",8,"Estimated",8,0,"Not Signaled","Yard/Restricted Limits",0,1,"No",0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,56,35,44.921153,-93.045025,"1","CL","Class 1","SMT-6 - UP/KCS",42238,550,42788,42788,"Yes"
"11",2014,"12",20,"Day","Snow","Main","4",37,"West",45,"Estimated",45,5415,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,42,0,5,0,0,1,0,0,1,8,8,5,5,40.724657,-98.950125,"4","CL","Class 1","SMT-6 - UP/KCS",8000,10542,18542,18542,"No"
"05",2016,"8",60,"Day","Clear","Main","4",9.32,"South",27,"Recorded",27,4412,"Not Signaled","Direct Train Control",0,0,"No",21,3,0,0,0,0,27,0,25,0,0,1,0,0,1,4,4,10,10,48.417188,-111.80941,"4","CL","Class 1","SMT-5 - BNSF",289876,637382,927258,927258,"No"
"05",2021,"5",55,"Dark","Cloudy","Main","3",17.13,"East",1,"Estimated",1,3134,"Not Signaled","Direct Train Control",0,0,"No",0,3,0,0,0,0,0,0,101,0,0,1,0,0,1,5,5,10,10,39.122373,-93.2116,"3","CL","Class 1","SMT-6 - UP/KCS",22507,485,22992,22992,"No"
"05",2012,"11",74,"Day","Clear","Main","4",66.59,"West",40,"Recorded",40,11465,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,85,0,0,0,0,1,0,0,1,8,8,25,25,39.191995,-94.043813,"4","CL","Class 1","SMT-5 - BNSF",0,20000,20000,20000,"No"
"05",2012,"11",74,"Day","Clear","Main","4",66.59,"East",40,"Recorded",40,7556,"Signaled","Signal Indication",0,0,"No",2,3,0,0,0,0,86,0,0,0,0,1,0,0,2,3,3,15,15,39.191995,-94.043813,"4","CL","Class 1","SMT-5 - BNSF",0,0,20000,0,"No"
"11",2011,"1",38,"Dark","Cloudy","Main","3",12.4,"East",12,"Recorded",12,8204,"Signaled","Signal Indication",0,0,"No",24,4,0,0,0,0,51,0,62,0,0,1,0,0,1,9,9,13,13,41.244507,-95.942564,"3","CL","Class 1","SMT-6 - UP/KCS",48971,75449,124420,124420,"No"
"06",2012,"2",72,"Dark","Clear","Main","4",21.44,"South",46,"Estimated",46,19409,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,135,0,0,0,0,1,0,0,1,5,5,29,29,36.380228,-89.725552,"4","CL","Class 1","SMT-5 - BNSF",1620634,315252,1935886,1935886,"No"
"07",2012,"11",110,"Day","Clear","Main","4",93.7,"East",35,"Estimated",35,18733,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,131,0,0,0,0,1,0,0,1,4,4,45,45,38.957935,-92.864239,"4","CL","Class 1","SMT-6 - UP/KCS",44194,0,44194,44194,"No"
"10",2012,"23",31,"Dark","Cloudy","Main","4",3.96,"North",24,"Recorded",24,8600,"Signaled","Signal Indication",0,0,"No",5,3,0,0,0,0,41,0,109,0,0,2,0,0,1,6,3,30,15,39.31803,-94.3111,"4","No","Class 1","SMT-8 - Short Line West",950501,1600300,2550801,2550801,"No"
"10",2014,"22",52,"Dark","Cloudy","Main","1",156.4,"West",13,"Recorded",13,13995,"Signaled","Signal Indication",0,0,"No",11,3,0,0,0,0,94,0,45,0,0,1,0,0,1,3,3,45,45,39.082188,-94.601916,"1","CL","Class 1","SMT-6 - UP/KCS",157953,0,580247,157953,"No"
"10",2011,"14",79,"Day","Clear","Main","4",14.85,"South",37,"Recorded",37,7169,"Signaled","Signal Indication",0,0,"No",7,4,0,0,0,0,37,0,68,0,0,1,0,1,1,10,10,30,30,37.239095,-89.617582,"4","CL","Class 1","SMT-5 - BNSF",459864,67500,527364,527364,"No"
"02",2012,"12",53,"Day","Clear","Main","4",31.2,"East",25,"Recorded",25,11200,"Signaled","Signal Indication",0,0,"No",12,7,0,0,0,0,79,0,49,0,0,1,0,0,1,5,5,50,50,32.736992,-97.100023,"4","CL","Class 1","SMT-6 - UP/KCS",123695,260056,383751,383751,"No"
"07",2011,"19",78,"Dark","Clear","Main","4",8.84,"West",4,"Estimated",4,0,"Signaled","Signal Indication",0,0,"No",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,7,7,29,29,38.502687,-90.629,"4","CL","Class 1","SMT-5 - BNSF",0,19219,19219,19219,"No"
"07",2011,"21",97,"Dark","Clear","Yard","1",2,"West",8,"Estimated",8,5110,"Not Signaled","Other Than Main Track",0,0,"No",0,1,0,0,0,0,12,0,4,0,0,1,0,0,1,5,5,20,20,39.14636,-94.550757,"1","CL","Class 1","SMT-3 - Norfolk Southern",9500,500,10000,10000,"No"
"11",2013,"14",58,"Day","Cloudy","Main","4",9.04,"East",38,"Recorded",38,2704,"Signaled","Signal Indication",0,0,"No",16,2,0,0,0,0,11,0,36,0,0,1,0,0,1,6,6,44,44,38.110669,-91.377355,"4","CL","Class 1","SMT-5 - BNSF",16730,0,202919,16730,"No"
"02",2019,"11",18,"Day","Cloudy","Main","4",21.98,"West",39,"Estimated",39,16949,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,121,0,0,0,0,1,0,0,1,2,2,20,20,46.77433,-92.48495,"4","CL","Class 1","SMT-5 - BNSF",2184224,116919,2301143,2301143,"No"
"01",2014,"20",25,"Dark","Clear","Main","4",1169.4,"North",40,"Estimated",40,0,"Signaled","Direct Train Control",0,0,"Yes",0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,7,7,34,34,40.166158,-75.104817,"4","No","Class 3","SMT-1 - Amtrak, Commuter East",10771,58,10829,10829,"No"
"06",2011,"13",88,"Day","Clear","Main","4",39.63,"West",23,"Recorded",23,19162,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,134,0,0,0,0,1,0,0,1,6,6,10,10,38.881433,-90.259431,"4","CL","Class 1","SMT-5 - BNSF",661579,215800,877379,877379,"No"
"08",2014,"0",85,"Dark","Cloudy","Main","4",30.7,"South",8,"Recorded",8,2932,"Signaled","Signal Indication",0,0,"No",0,1,0,0,0,0,28,0,0,0,0,1,0,0,1,8,8,35,35,39.737024,-93.888527,"4","CL","Class 1","SMT-6 - UP/KCS",0,16500,16500,16500,"No"
"06",2011,"8",80,"Dawn","Clear","Main","4",93,"East",32,"Estimated",32,13959,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,99,0,0,0,0,1,0,0,1,4,4,5,5,39.005635,-93.039904,"4","CL","Class 1","SMT-6 - UP/KCS",557907,89388,647295,647295,"No"
"03",2012,"11",73,"Day","Clear","Yard","3",1.5,"North",4,"Estimated",4,1718,"Not Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,11,0,14,0,0,1,0,0,1,2,2,15,15,30.908549,-88.559484,"3","Cl","Class 3","SMT-2 - Short Line East",22925,6764,29689,29689,"No"
"07",2014,"8",68,"Day","Cloudy","Main","5",58,"East",32,"Recorded",32,7963,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,61,0,1,0,0,1,0,0,1,5,5,25,25,41.6093,-83.76203,"5","CL","Class 1","SMT-3 - Norfolk Southern",391436,400046,791482,791482,"No"
"07",2015,"18",100,"Day","Clear","Main","1",30,"West",5,"Estimated",5,4569,"Signaled","Signal Indication",0,0,"No",18,2,0,0,0,0,25,0,36,0,0,1,0,1,1,3,3,35,35,32.2875,-90.180833,"1","CL","Class 1","SMT-6 - UP/KCS",17626,3442,21068,21068,"No"
"05",2021,"8",45,"Day","Clear","Main","1",169000,"South",10,"Estimated",10,5760,"Not Signaled","Yard/Restricted Limits",0,0,"No",0,2,0,0,0,0,47,0,1,0,0,1,0,0,1,2,2,25,25,48.838195,-95.895745,"1","Cl","Class 3","SMT-8 - Short Line West",10000,26180,36180,36180,"No"
"09",2014,"23",61,"Dark","Clear","Main","4",179,"East",22,"Recorded",22,0,"Signaled","Signal Indication",0,0,"No",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,8,8,18,18,41.931866,-103.889192,"4","CL","Class 1","SMT-6 - UP/KCS",18936,11659,30595,30595,"No"
"07",2021,"14",64,"Day","Cloudy","Main","4",12.6,"South",28,"Estimated",28,15095,"Not Signaled","Direct Train Control",0,0,"No",36,3,0,0,0,0,108,0,43,0,0,1,0,0,1,5,5,52,52,43.688488,-95.486413,"4","CL","Class 1","SMT-6 - UP/KCS",664709,205760,870469,870469,"No"
"04",2014,"11",42,"Day","Cloudy","Main","1",0.05,"South",10,"Estimated",10,0,"Not Signaled","Direct Train Control",0,0,"No",1,1,0,0,0,0,18,0,2,0,0,1,0,0,1,3,3,15,15,41.4015,-79.8538,"1","Cl","Class 3","SMT-2 - Short Line East",9746,1172,10918,10918,"No"
"05",2021,"15",75,"Day","Clear","Yard","1",169000,"North",10,"Estimated",10,2050,"Not Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,4,0,51,0,0,1,0,0,1,8,8,30,30,48.599173,-96.169936,"1","Cl","Class 3","SMT-8 - Short Line West",15000,0,15000,15000,"No"
"02",2022,"21",28,"Dark","Clear","Main","4",66.5,"West",14,"Recorded",14,16472,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,116,0,0,0,0,1,0,0,1,6,6,50,50,47.032279,-114.755642,"4","Cl","Class 2","SMT-8 - Short Line West",10000,340000,350000,350000,"No"
"07",2022,"3",70,"Dark","Clear","Industry","1",4,"North",2,"Recorded",2,21631,"Not Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,4,0,7,0,0,1,1,0,1,7,7,38,38,35.157559,-80.876851,"1","CL","Class 1","SMT-3 - Norfolk Southern",9114,742,17856,9856,"No"
"08",2015,"17",82,"Dusk","Clear","Main","4",36.76,"West",39,"Recorded",39,2738,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,0,0,130,0,0,1,0,0,1,3,3,35,35,42.7231,-103.427059,"4","CL","Class 1","SMT-5 - BNSF",0,97000,97000,97000,"No"
"01",2017,"20",72,"Dark","Rain","Yard","1",22,"North",0,"Estimated",4,3266,"Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,16,0,36,0,0,1,0,0,1,1,1,25,25,39.141446,-84.544144,"1","CL","Class 1","SMT-3 - Norfolk Southern",400,2214,16634,2614,"No"
"04",2015,"8",58,"Day","Rain","Main","4",1169.4,"North",70,"Estimated",70,0,"Signaled","Direct Train Control",0,0,"Yes",0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,3,3,48,48,40.184722,-75.256944,"4","No","Class 3","SMT-1 - Amtrak, Commuter East",22500,3635,26135,26135,"No"
"01",2022,"18",28,"Dusk","Snow","Yard","1",11,"East",7,"Recorded",7,0,"Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,6,0,10,0,0,1,0,0,1,2,2,19,19,40.279807,-76.922451,"1","CL","Class 1","SMT-3 - Norfolk Southern",14090,1095,15185,15185,"No"
"11",2021,"5",45,"Dawn","Rain","Main","1",20.9,"North",4,"Recorded",4,13820,"Not Signaled","Yard/Restricted Limits",0,0,"No",0,2,0,0,0,0,98,0,47,0,0,1,0,0,1,8,8,20,20,32.870855,-79.996169,"1","CL","Class 1","SMT-9 - CSX",18000,260,18260,18260,"No"
"04",2012,"8",38,"Day","Cloudy","Main","1",0.3,"West",10,"Estimated",10,690,"Not Signaled","Yard/Restricted Limits",0,0,"No",0,2,0,0,0,0,0,0,23,0,0,1,0,1,1,2,2,55,55,42.720912,-74.078321,"1","Cl","Class 3","SMT-2 - Short Line East",50000,42000,92000,92000,"No"
"07",2014,"13",85,"Day","Clear","Main","6",125,"West",25,"Estimated",25,2756,"Signaled","Signal Indication",0,0,"No",3,3,0,0,0,0,1,0,81,0,0,1,0,0,1,6,6,19,19,40.539122,-80.191568,"6","CL","Class 1","SMT-3 - Norfolk Southern",800029,0,1007902,800029,"No"
"07",2014,"13",85,"Day","Clear","Main","6",125,"West",0,"Recorded",25,7497,"Signaled","Signal Indication",0,0,"No",8,2,0,0,0,0,48,0,8,0,0,1,0,0,1,10,10,9,9,40.539122,-80.191568,"6","CL","Class 1","SMT-3 - Norfolk Southern",120000,87873,1007902,207873,"No"
"01",2017,"20",72,"Dark","Rain","Yard","1",22,"South",4,"Estimated",4,0,"Signaled","Other Than Main Track",0,0,"No",0,1,0,0,0,0,8,0,2,0,0,1,0,0,1,5,5,10,10,39.141446,-84.544144,"1","CL","Class 1","SMT-3 - Norfolk Southern",14020,0,16634,14020,"No"
"03",2019,"19",51,"Dusk","Clear","Main","4",97.81,"West",9,"Estimated",9,3744,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,15,0,64,0,0,1,0,1,1,4,4,34,34,40.858182,-96.640102,"4","CL","Class 1","SMT-5 - BNSF",29431,29259,58690,58690,"No"
"01",2019,"11",42,"Day","Cloudy","Industry","1",20,"North",4,"Recorded",4,0,"Not Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,1,0,2,0,0,1,0,0,1,2,2,30,30,34.951694,-81.944103,"1","CL","Class 1","SMT-3 - Norfolk Southern",14642,0,14642,14642,"No"
"09",2018,"12",85,"Day","Clear","Main","5",87.43,"West",14,"Recorded",14,14107,"Signaled","Signal Indication",0,0,"No",55,3,0,0,0,0,107,0,19,0,0,1,0,0,1,7,7,30,30,40.446662,-91.76107,"5","CL","Class 1","SMT-5 - BNSF",133416,450000,583416,583416,"No"
"06",2015,"2",68,"Dark","Rain","Main","5",23.7,"East",23,"Recorded",23,19162,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,134,0,0,0,0,1,0,0,1,4,5,35,5,41.455377,-96.220567,"5","CL","Class 1","SMT-6 - UP/KCS",236113,362713,598826,598826,"No"
"07",2012,"17",94,"Day","Clear","Main","2",1.2,"East",21,"Recorded",21,3585,"Not Signaled","Direct Train Control",0,0,"No",0,2,0,0,0,0,32,0,2,0,0,1,0,1,1,8,8,3,3,44.76674,-123.092827,"2","Cl","Class 3","SMT-2 - Short Line East",36000,78000,114000,114000,"No"
"02",2020,"20",46,"Dark","Rain","Main","3",2459.8,"North",45,"Estimated",45,0,"Signaled","Signal Indication",0,0,"Yes",0,0,0,0,0,0,0,5,0,0,0,1,0,0,2,2,2,35,35,40.159433,-75.231213,"3","No","Class 3","SMT-1 - Amtrak, Commuter East",25000,0,25000,25000,"No"
"02",2014,"8",32,"Day","Cloudy","Main","1",530.84,"North",2,"Estimated",2,0,"Signaled","Direct Train Control",0,0,"Yes",0,1,0,2,0,1,0,0,0,0,0,1,0,0,1,2,2,36,36,40.0762,-75.2084,"1","No","Class 3","SMT-1 - Amtrak, Commuter East",37781,8500,46281,46281,"No"
"05",2019,"20",74,"Dark","Clear","Main","3",21.7,"North",19,"Recorded",19,13248,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,92,0,0,0,0,1,0,0,1,3,3,35,35,34.153089,-82.439475,"3","CL","Class 1","SMT-9 - CSX",733124,77285,810409,810409,"No"
"12",2012,"4",29,"Dark","Clear","Main","2",37.01,"South",18,"Recorded",18,17655,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,124,0,0,0,0,1,0,0,1,9,9,10,10,35.126873,-90.059577,"2","CL","Class 1","SMT-5 - BNSF",890449,800136,1690585,1690585,"No"
"09",2020,"0",73,"Dark","Clear","Main","4",47.22,"South",40,"Estimated",40,14840,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,1,105,0,0,0,0,1,0,0,1,1,1,7,7,31.003134,-97.290319,"4","CL","Class 1","SMT-5 - BNSF",2731712,475000,3206712,3206712,"No"
"02",2017,"15",76,"Day","Clear","Main","3",27,"East",7,"Estimated",7,2577,"Signaled","Signal Indication",0,0,"No",1,3,0,0,0,0,0,0,72,0,0,1,0,0,1,4,4,25,25,27.51059,-99.250446,"3","CL","Class 1","SMT-6 - UP/KCS",6385,11762,18147,18147,"No"
"04",2014,"21",49,"Dark","Cloudy","Main","4",52.9,"South",18,"Recorded",18,16105,"Signaled","Signal Indication",0,0,"No",0,2,0,0,2,0,113,0,0,0,0,1,0,0,1,11,11,11,11,31.278931,-96.636963,"4","CL","Class 1","SMT-6 - UP/KCS",1511885,6243,2301504,1518128,"No"
"04",2014,"21",49,"Dark","Cloudy","Main","4",52.9,"South",0,"Recorded",18,4802,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,52,0,0,0,0,1,0,0,1,9,9,2,2,31.278931,-96.636963,"4","CL","Class 1","SMT-6 - UP/KCS",783376,0,2301504,783376,"No"
"10",2014,"10",70,"Day","Clear","Main","4",66.7,"North",0,"Estimated",8,2507,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,0,0,119,0,0,1,0,0,1,5,5,15,15,30.502013,-96.663848,"4","CL","Class 1","SMT-5 - BNSF",250,0,50250,250,"No"
"04",2013,"15",85,"Day","Clear","Main","4",51.58,"South",52,"Recorded",52,5773,"Signaled","Signal Indication",0,0,"No",44,2,0,0,0,0,42,0,11,0,0,1,0,0,2,5,5,45,45,29.803669,-96.16039,"4","CL","Class 1","SMT-5 - BNSF",51480,7000,58480,58480,"No"
"02",2013,"14",65,"Day","Cloudy","Main","4",62.9,"West",0,"Recorded",25,5186,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,16,0,100,0,0,1,0,0,1,5,5,25,25,29.884132,-95.088256,"4","CL","Class 1","SMT-6 - UP/KCS",47,0,15047,47,"No"
"02",2015,"6",40,"Dark","Cloudy","Main","5",33.5,"West",6,"Recorded",6,4962,"Signaled","Signal Indication",0,0,"No",0,4,0,0,0,0,94,0,4,0,0,1,0,0,1,8,8,55,55,29.408019,-98.510775,"5","CL","Class 1","SMT-6 - UP/KCS",43767,27800,71567,71567,"No"
"06",2016,"8",70,"Dawn","Clear","Main","5",87.63,"West",33,"Recorded",65,7451,"Signaled","Signal Indication",0,0,"No",0,5,0,0,0,0,87,0,0,0,0,1,0,0,1,6,6,36,36,35.360988,-101.334873,"5","CL","Class 1","SMT-5 - BNSF",8036734,1393841,15828190,9430575,"No"
"09",2017,"6",75,"Dark","Clear","Main","3",27,"West",0,"Recorded",14,10852,"Signaled","Signal Indication",0,0,"No",23,2,0,0,0,0,78,0,17,0,0,1,0,0,1,8,8,30,30,27.494316,-99.345661,"3","CL","Class 1","SMT-6 - UP/KCS",123751,0,433256,123751,"No"
"08",2015,"18",95,"Day","Clear","Main","4",61.5,"South",49,"Recorded",49,8121,"Signaled","Signal Indication",0,0,"No",5,3,0,0,0,1,64,0,11,0,0,1,1,0,1,7,7,45,45,31.074688,-96.701861,"4","CL","Class 1","SMT-6 - UP/KCS",286654,197244,483898,483898,"No"
"08",2018,"9",94,"Day","Cloudy","Yard","X",3.09,"West",3,"Estimated",3,2750,"Not Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,0,0,110,0,0,1,0,0,1,2,2,50,50,29.182359,-94.480326,"X","Cl","Class 3","SMT-2 - Short Line East",15816,500,16316,16316,"No"
"11",2014,"6",21,"Dawn","Clear","Main","2",45,"East",8,"Recorded",8,19265,"Not Signaled","Yard/Restricted Limits",0,0,"No",0,2,0,0,0,2,135,0,0,0,0,1,0,0,1,8,8,15,15,35.115945,-89.990493,"2","CL","Class 1","SMT-5 - BNSF",214050,0,339436,214050,"No"
"03",2012,"3",49,"Dark","Clear","Main","3",33.5,"North",35,"Recorded",35,9541,"Signaled","Signal Indication",0,0,"No",14,3,0,0,0,0,76,0,17,0,0,1,0,0,1,3,3,51,51,34.171898,-82.398962,"3","CL","Class 1","SMT-9 - CSX",1227079,183000,1410079,1410079,"No"
"01",2020,"4",45,"Dark","Cloudy","Main","X",11.9,"West",8,"Recorded",8,4060,"Not Signaled","Direct Train Control",0,0,"No",0,2,0,0,0,0,34,0,0,0,0,1,0,0,2,7,7,40,40,34.36845,-80.059716,"X","Cl","Class 3","SMT-2 - Short Line East",23800,208426,232226,232226,"No"
"06",2012,"5",60,"Dark","Clear","Main","4",20.72,"North",1,"Estimated",1,4071,"Signaled","Signal Indication",0,0,"No",0,3,0,0,0,0,18,0,55,0,0,1,0,1,1,8,8,25,25,34.875138,-96.591577,"4","CL","Class 1","SMT-5 - BNSF",0,30500,30500,30500,"No"
"11",2021,"5",50,"Dark","Cloudy","Main","2",69.196,"North",3,"Recorded",3,8218,"Not Signaled","Yard/Restricted Limits",0,0,"No",32,4,0,0,0,0,56,0,40,0,0,1,0,0,1,9,9,10,10,39.537019,-83.445725,"2","Cl","Class 3","SMT-2 - Short Line East",115865,51336,167201,167201,"No"
"10",2021,"23",63,"Dark","Cloudy","Yard","1",5,"West",4,"Estimated",4,0,"Not Signaled","Other Than Main Track",0,0,"No",0,1,0,0,0,0,7,0,1,0,0,1,0,0,1,2,2,5,5,40.818929,-81.313846,"1","CL","Class 1","SMT-3 - Norfolk Southern",5000,0,20000,5000,"No"
"12",2014,"17",20,"Dark","Clear","Siding","X",0.01,"South",3,"Estimated",3,0,"Not Signaled","Other Than Main Track",0,0,"No",0,1,0,0,0,0,19,0,1,0,0,1,0,0,1,6,6,55,55,41.40257,-79.8289,"X","Cl","Class 3","SMT-2 - Short Line East",0,15644,15644,15644,"No"
"09",2017,"10",70,"Day","Clear","Yard","1",16,"West",0,"Estimated",0,11454,"Not Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,87,0,45,0,0,1,0,0,1,9,9,15,15,39.264114,-84.420348,"1","CL","Class 1","SMT-3 - Norfolk Southern",10283,747,11030,11030,"No"
"03",2022,"2",40,"Dark","Clear","Main","4",96,"West",44,"Recorded",44,398,"Signaled","Signal Indication",0,0,"No",1,2,0,0,0,0,30,0,94,0,0,1,0,0,1,4,4,24,24,42.948195,-74.287034,"4","CL","Class 1","SMT-9 - CSX",29200,64,29264,29264,"No"
"09",2012,"2",50,"Dark","Clear","Main","3",17.2,"East",15,"Estimated",15,7760,"Signaled","Signal Indication",0,0,"No",3,3,0,0,0,0,41,0,79,0,0,1,0,0,1,7,7,20,20,41.25196,-95.874078,"3","CL","Class 1","SMT-6 - UP/KCS",281248,173720,454968,454968,"No"
"12",2016,"21",21,"Dark","Clear","Main","4",139.58,"East",30,"Recorded",30,13874,"Signaled","Signal Indication",0,0,"No",1,2,0,0,0,0,99,0,1,0,0,1,0,0,1,2,2,57,57,40.504845,-96.567713,"4","CL","Class 1","SMT-5 - BNSF",13874,3200513,3214387,3214387,"No"
"04",2017,"4",50,"Dawn","Clear","Main","4",37.1,"East",40,"Recorded",40,19293,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,2,135,0,0,0,0,1,0,0,1,4,4,36,36,41.980359,-100.54947,"4","CL","Class 1","SMT-5 - BNSF",833391,725000,1558391,1558391,"No"
"03",2013,"9",35,"Day","Clear","Yard","2",1.3,"West",5,"Estimated",5,0,"Not Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,30,0,18,0,0,1,0,1,1,5,5,30,30,36.204428,-80.999827,"2","Cl","Class 3","SMT-2 - Short Line East",10000,19500,29500,29500,"No"
"03",2016,"9",39,"Day","Rain","Main","4",28.14,"North",10,"Recorded",10,14817,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,3,114,0,0,0,0,1,0,0,1,2,2,40,40,34.775478,-89.4349,"4","CL","Class 1","SMT-5 - BNSF",11264,0,11264,11264,"No"
"10",2017,"17",46,"Dusk","Cloudy","Main","4",76.23,"East",5,"Estimated",47,1215,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,4,0,19,0,0,1,0,1,1,11,11,10,10,48.150048,-103.576409,"4","CL","Class 1","SMT-5 - BNSF",300529,0,2531542,300529,"No"
"07",2012,"15",98,"Day","Clear","Main","4",47.6,"North",23,"Recorded",23,3086,"Signaled","Signal Indication",0,0,"No",0,1,0,0,0,1,0,0,124,0,0,1,0,0,1,4,4,5,5,37.60798,-94.60064,"4","CL","Class 1","SMT-5 - BNSF",908118,170000,6736700,1078118,"No"
"08",2019,"4",55,"Dark","Clear","Main","2",4.1,"East",24,"Recorded",24,3474,"Not Signaled","Direct Train Control",0,0,"No",4,4,0,0,0,0,13,0,59,0,0,1,0,0,1,7,7,25,25,46.963892,-114.116272,"2","Cl","Class 2","SMT-8 - Short Line West",37152,2132,39284,39284,"No"
"06",2018,"7",75,"Day","Rain","Main","2",36,"East",7,"Estimated",7,8002,"Signaled","Signal Indication",0,0,"No",7,3,0,0,0,0,59,0,74,0,0,1,0,0,1,6,6,25,25,32.344307,-90.883635,"2","CL","Class 1","SMT-6 - UP/KCS",55668,8379,64047,64047,"No"
"06",2019,"15",93,"Day","Clear","Main","3",46.8,"North",33,"Estimated",33,2935,"Signaled","Signal Indication",0,0,"No",7,2,0,0,0,0,7,0,61,0,0,1,0,0,1,5,5,50,50,35.327794,-86.17821,"3","CL","Class 1","SMT-9 - CSX",448838,49491,498329,498329,"No"
"12",2015,"3",47,"Dark","Rain","Yard","1",1,"East",4,"Recorded",4,0,"Not Signaled","Other Than Main Track",0,0,"No",0,3,0,0,0,0,16,0,6,0,0,1,0,0,1,3,3,30,30,40.196817,-74.790952,"1","Cl","Class 3","SMT-2 - Short Line East",1447,1000,35198,2447,"No"
"01",2014,"8",43,"Day","Clear","Main","4",11.89,"South",47,"Recorded",47,10078,"Not Signaled","Direct Train Control",0,0,"No",48,3,0,0,0,0,73,0,12,0,0,1,0,0,1,1,1,30,30,31.204433,-89.057053,"4","Cl","Class 1","SMT-4 - CP/CN/CCD",1753256,178489,1931745,1931745,"No"
"01",2013,"21",59,"Dark","Clear","Yard","1",3,"East",4,"Estimated",4,1200,"Not Signaled","Other Than Main Track",0,0,"No",0,2,0,0,0,0,7,0,3,0,0,1,0,1,1,6,6,30,30,32.247298,-90.124635,"1","CL","Class 1","SMT-6 - UP/KCS",18192,0,18192,18192,"No"
"06",2014,"3",84,"Dark","Cloudy","Main","5",11,"South",0,"Estimated",15,5282,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,21,0,77,0,0,1,0,0,1,7,7,40,40,31.005414,-89.447329,"5","CL","Class 1","SMT-3 - Norfolk Southern",16728,0,736126,16728,"No"
"06",2014,"3",84,"Dark","Cloudy","Siding","2",11,"North",15,"Recorded",15,7513,"Signaled","Signal Indication",0,0,"No",0,2,0,0,0,0,48,0,32,0,0,1,0,0,1,5,5,45,45,31.005414,-89.447329,"5","CL","Class 1","SMT-3 - Norfolk Southern",331014,388384,736126,719398,"No"
"07",2019,"20",84,"Dusk","Clear","Main","3",17.5,"North",8,"Recorded",8,9138,"Signaled","Signal Indication",0,0,"No",0,4,0,0,0,0,82,0,49,0,0,1,0,0,1,5,5,38,38,41.572948,-83.492604,"3","CL","Class 1","SMT-9 - CSX",42733,20750,63483,63483,"No"
