"Year","DayHour","Temperature","Visibility","Weather.Condition","Track.Type","Track.Class","Track.Density","Train.Direction","Train.Speed","Recorded.Estimated.Speed","Maximum.Speed","Gross.Tonnage","Signalization","Method.of.Operation","Passengers.Transported","Hazmat.Cars","Head.End.Locomotives","Mid.Train.Manual.Locomotives","Mid.Train.Remote.Locomotives","Rear.End.Manual.Locomotives","Rear.End.Remote.Locomotives","Loaded.Freight.Cars","Loaded.Passenger.Cars","Empty.Freight.Cars","Empty.Passenger.Cars","Cabooses","Engineers.On.Duty","Firemen.On.Duty","Brakemen.On.Duty","Conductors.On.Duty","Latitude","Longitude","Joint.Track.Class","Class.Code","Reporting.Railroad.Class","Reporting.Railroad.SMT.Grouping","summed_cost","Postive.DA.Tests","Working.Over.8","Season"
2015,"18",98,"Day","Clear","Main","4",24.8,"South",22,"Recorded",22,14327,"Signaled","Signal Indication","No",0,2,0,0,0,1,110,0,0,0,0,1,0,0,1,30.076415,-95.416291,"4","CL","Class 1","SMT-6 - UP/KCS",913545,"No","No","Summer"
2016,"23",53,"Dark","Un-Clear","Main","4",46,"North",40,"Estimated",40,7056,"Signaled","Signal Indication","No",0,2,0,0,0,0,78,0,19,0,0,1,0,0,1,32.397006,-94.864192,"4","CL","Class 1","SMT-6 - UP/KCS",54306,"No","No","Summer"
2015,"0",82,"Dark","Un-Clear","Main","3",71.7,"West",19,"Recorded",26,5167,"Signaled","Signal Indication","No",0,2,0,0,0,1,67,0,0,0,0,1,0,0,1,33.415589,-94.051147,"3","CL","Class 1","SMT-6 - UP/KCS",4212369,"No","No","Summer"
2015,"0",82,"Dark","Un-Clear","Main","3",71.7,"North",26,"Recorded",26,5609,"Signaled","Signal Indication","No",8,2,0,0,0,0,70,0,0,0,0,1,0,0,1,33.415589,-94.051147,"3","CL","Class 1","SMT-6 - UP/KCS",451704,"No","No","Summer"
2016,"6",90,"Day","Clear","Main","4",11.9,"South",4,"Estimated",4,14235,"Signaled","Signal Indication","No",0,2,0,0,0,0,72,0,30,0,0,1,0,0,1,29.757045,-95.294606,"4","CL","Class 1","SMT-6 - UP/KCS",253460,"No","No","Summer"
2014,"17",91,"Day","Clear","Main","3",49.8,"South",31,"Recorded",31,15609,"Signaled","Signal Indication","No",0,2,0,0,1,0,110,0,0,0,0,1,0,0,1,32.45445,-96.938934,"3","CL","Class 1","SMT-6 - UP/KCS",1171767,"No","No","Summer"
2016,"6",72,"Dark","Un-Clear","Main","4",59.9,"North",47,"Recorded",47,3780,"Signaled","Signal Indication","No",0,2,0,0,0,0,9,0,83,0,0,1,0,0,1,30.33895,-96.837445,"4","CL","Class 1","SMT-5 - BNSF",1947697,"No","No","Summer"
2015,"3",40,"Dark","Un-Clear","Main","3",1.19,"South",3,"Estimated",3,2489,"Not Signaled","Yard/Restricted Limits","No",0,4,0,0,0,0,10,0,36,0,0,1,0,1,1,32.445204,-94.677196,"3","CL","Class 1","SMT-5 - BNSF",19225,"No","Yes","Fall"
2015,"14",68,"Day","Un-Clear","Main","2",1.8,"East",5,"Estimated",5,0,"Not Signaled","Direct Train Control","No",0,4,0,0,0,0,44,0,0,0,0,1,0,0,1,34.693067,-80.961078,"2","Cl","Class 3","SMT-2 - Short Line East",21500,"No","No","Summer"
2014,"0",67,"Dark","Clear","Main","2",154,"West",4,"Recorded",4,0,"Not Signaled","Direct Train Control","No",0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,31.13029,-101.263837,"2","Cl","Class 3","SMT-8 - Short Line West",55000,"No","No","Fall"
2015,"2",37,"Dark","Clear","Main","4",17.9,"South",41,"Recorded",41,3501,"Not Signaled","Direct Train Control","No",1,2,0,0,0,0,26,0,0,0,0,1,0,0,1,33.068728,-81.476697,"4","CL","Class 1","SMT-9 - CSX",2777052,"No","Yes","Winter"
2022,"16",75,"Day","Clear","Main","3",2.5,"North",30,"Recorded",30,8353,"Signaled","Signal Indication","No",0,5,0,0,0,0,60,0,5,0,0,1,0,0,1,41.008267,-75.731644,"3","Cl","Class 3","SMT-2 - Short Line East",12868,"No","No","Summer"
2017,"0",39,"Dark","Clear","Main","3",25.75,"North",2,"Estimated",2,3179,"Not Signaled","Direct Train Control","No",0,2,0,0,0,1,0,0,103,0,0,1,0,0,1,33.254933,-96.802309,"3","CL","Class 1","SMT-5 - BNSF",15000,"No","No","Winter"
2017,"13",69,"Day","Clear","Main","4",47.91,"West",7,"Recorded",7,0,"Signaled","Direct Train Control","No",0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,33.220402,-97.571376,"4","CL","Class 1","SMT-5 - BNSF",11000,"No","No","Winter"
2012,"0",40,"Dark","Un-Clear","Main","4",34.9,"South",40,"Estimated",40,3278,"Signaled","Signal Indication","No",0,2,0,0,0,0,19,0,27,0,0,1,0,1,1,36.179716,-95.526112,"4","CL","Class 1","SMT-6 - UP/KCS",816357,"No","No","Winter"
2013,"7",3,"Dark","Un-Clear","Main","4",46.5,"East",40,"Estimated",40,20306,"Signaled","Signal Indication","No",0,2,0,0,0,1,143,0,0,0,0,1,0,1,1,40.659114,-98.569134,"4","CL","Class 1","SMT-6 - UP/KCS",490225,"No","No","Fall"
2022,"16",82,"Day","Un-Clear","Main","1",0.92,"South",9,"Estimated",9,0,"Signaled","Signal Indication","Yes",0,0,0,0,0,0,0,6,0,0,0,1,0,0,3,40.752655,-73.977295,"1","No","Class 3","SMT-1 - Amtrak, Commuter East",307402,"No","No","Summer"
2022,"15",76,"Day","Un-Clear","Main","1",0.92,"South",10,"Estimated",10,0,"Signaled","Signal Indication","Yes",0,0,0,0,0,0,0,8,0,0,0,1,0,0,2,40.752655,-73.977295,"1","No","Class 3","SMT-1 - Amtrak, Commuter East",147171,"No","No","Summer"
2022,"16",80,"Day","Clear","Main","2",2.52,"West",25,"Recorded",25,104,"Signaled","Signal Indication","No",0,3,0,0,0,0,59,0,42,0,0,1,0,0,1,42.88584,-73.63506,"2","Cl","Class 2","SMT-2 - Short Line East",216000,"No","No","Spring"
2022,"16",78,"Day","Clear","Yard","4",8.95,"West",0,"Recorded",0,0,"Signaled","Other Than Main Track","Yes",0,0,0,0,1,0,0,1,0,4,0,1,0,4,1,42.55269,-70.885243,"4","No","Class 3","SMT-1 - Amtrak, Commuter East",130183,"No","No","Spring"
2013,"18",0,"Dark","Un-Clear","Main","1",1.56,"North",10,"Estimated",10,11600,"Signaled","Signal Indication","No",0,3,0,0,0,0,88,0,0,0,0,1,0,0,1,42.760575,-71.448629,"1","Cl","Class 2","SMT-2 - Short Line East",44629,"No","No","Winter"
2018,"17",48,"Day","Clear","Main","4",47.78,"West",26,"Recorded",26,16053,"Signaled","Signal Indication","No",0,3,0,0,0,2,114,0,0,0,0,1,0,0,1,34.398606,-103.223721,"4","CL","Class 1","SMT-5 - BNSF",43000,"No","No","Winter"
2018,"17",48,"Day","Clear","Main","4",47.78,"East",18,"Recorded",26,4455,"Signaled","Signal Indication","No",5,4,0,0,0,0,33,0,0,0,0,1,0,0,1,34.398606,-103.223721,"4","CL","Class 1","SMT-5 - BNSF",108,"No","No","Winter"
2020,"5",25,"Dark","Clear","Main","4",9,"North",42,"Recorded",42,3752,"Signaled","Direct Train Control","No",22,4,0,0,0,0,42,0,82,0,0,1,0,0,1,31.511501,-89.275444,"4","CL","Class 1","SMT-3 - Norfolk Southern",2245364,"No","No","Fall"
2021,"11",75,"Day","Clear","Main","5",31.01,"East",9,"Recorded",9,13391,"Signaled","Signal Indication","No",25,3,0,0,0,0,85,0,69,0,0,1,0,0,1,48.143441,-103.657059,"5","CL","Class 1","SMT-5 - BNSF",93103,"No","No","Summer"
2015,"20",45,"Day","Clear","Main","2",250000,"South",10,"Estimated",10,4573,"Not Signaled","Direct Train Control","No",0,3,0,0,0,0,24,0,38,0,0,1,0,0,1,36.257472,-77.024122,"2","Cl","Class 3","SMT-2 - Short Line East",95343,"No","No","Winter"
2019,"15",60,"Day","Clear","Siding","2",3,"West",5,"Estimated",5,1950,"Not Signaled","Other Than Main Track","No",0,2,0,0,0,0,15,0,0,0,0,1,0,0,1,46.661705,-97.030773,"2","Cl","Class 3","SMT-8 - Short Line West",28697,"No","No","Spring"
2018,"17",91,"Day","Clear","Main","3",17.3,"West",15,"Estimated",20,7285,"Not Signaled","Direct Train Control","No",0,4,0,0,0,0,34,0,92,0,0,1,0,0,1,40.656422,-95.876257,"3","CL","Class 1","SMT-6 - UP/KCS",33,"No","Yes","Spring"
2022,"0",25,"Dark","Clear","Main","4",18.8,"West",21,"Recorded",21,0,"Signaled","Signal Indication","No",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,42.200337,-71.994189,"4","CL","Class 1","SMT-9 - CSX",1000080,"No","No","Winter"
2022,"0",25,"Dark","Clear","Main","4",18.8,"East",0,"Estimated",21,9805,"Signaled","Signal Indication","No",19,2,0,0,0,1,66,0,42,0,0,1,0,0,1,42.200337,-71.994189,"4","CL","Class 1","SMT-9 - CSX",8649,"No","No","Winter"
2013,"15",41,"Day","Clear","Main","3",6.42,"East",0,"Estimated",10,2448,"Signaled","Signal Indication","No",0,3,0,0,0,0,12,0,0,0,0,1,0,0,1,42.527358,-71.708961,"3","Cl","Class 2","SMT-2 - Short Line East",5550,"No","No","Fall"
2013,"2",50,"Dark","Clear","Main","4",108.5,"South",47,"Recorded",47,4782,"Signaled","Signal Indication","No",0,2,0,0,0,0,60,0,0,0,0,1,0,0,1,37.204754,-89.633104,"4","CL","Class 1","SMT-6 - UP/KCS",8043203,"No","No","Spring"
2019,"15",75,"Day","Clear","Main","1",1,"West",10,"Estimated",10,3350,"Not Signaled","Yard/Restricted Limits","No",0,3,0,0,0,0,2,0,103,0,0,1,0,0,1,42.85922,-103.091842,"1","Cl","Class 3","SMT-8 - Short Line West",60000,"Yes","No","Summer"
2019,"20",6,"Dark","Clear","Main","4",36.2,"West",10,"Estimated",10,2650,"Signaled","Signal Indication","No",0,3,0,0,0,1,0,0,123,0,0,1,0,0,1,40.242507,-97.388959,"4","CL","Class 1","SMT-6 - UP/KCS",74296,"No","No","Winter"
2021,"19",38,"Dark","Clear","Yard","1",6.54,"West",5,"Estimated",5,4470,"Signaled","Other Than Main Track","No",0,3,0,0,0,0,11,0,21,0,0,1,0,0,1,42.55726,-71.6038,"1","Cl","Class 2","SMT-2 - Short Line East",31953,"No","No","Fall"
2013,"2",54,"Dark","Clear","Main","4",29.71,"South",23,"Estimated",47,8848,"Signaled","Signal Indication","No",0,3,0,0,0,0,75,0,0,0,0,1,0,0,1,41.255759,-97.133582,"4","CL","Class 1","SMT-5 - BNSF",643566,"No","No","Spring"
2021,"18",95,"Day","Clear","Main","4",45,"North",38,"Recorded",38,5461,"Signaled","Signal Indication","No",120,2,0,0,0,1,0,0,122,0,0,1,0,0,1,38.708316,-94.597583,"4","CL","Class 1","SMT-6 - UP/KCS",1915258,"No","No","Summer"
2017,"13",61,"Day","Clear","Siding","1",1.5,"West",7,"Estimated",7,6721,"Not Signaled","Other Than Main Track","No",0,3,0,0,0,0,47,0,0,0,0,1,0,1,1,36.247114,-80.838522,"1","Cl","Class 3","SMT-2 - Short Line East",91000,"No","No","Fall"
2019,"11",92,"Day","Clear","Yard","1",1,"South",6,"Recorded",6,1180,"Not Signaled","Other Than Main Track","No",0,1,0,0,0,0,8,0,1,0,0,1,0,0,1,34.196169,-77.949198,"1","Cl","Class 3","SMT-2 - Short Line East",27554,"No","No","Spring"
2013,"10",40,"Day","Un-Clear","Main","4",120.58,"West",15,"Recorded",15,0,"Signaled","Signal Indication","No",0,2,0,0,0,1,135,0,0,0,0,1,0,0,1,41.842104,-103.614279,"4","CL","Class 1","SMT-5 - BNSF",22350,"No","No","Winter"
2018,"12",83,"Day","Clear","Main","4",9.2,"East",13,"Recorded",13,0,"Signaled","Signal Indication","Yes",0,0,0,0,0,0,0,8,0,0,0,1,0,1,1,40.750304,-73.916493,"4","No","Class 3","SMT-1 - Amtrak, Commuter East",168348,"No","No","Summer"
2015,"10",25,"Day","Un-Clear","Main","3",8.4,"West",16,"Recorded",16,8230,"Not Signaled","Yard/Restricted Limits","No",54,2,0,0,0,0,52,0,9,0,0,1,0,0,1,40.349337,-80.964623,"3","Cl","Class 2","SMT-2 - Short Line East",277126,"No","Yes","Winter"
2015,"10",25,"Day","Un-Clear","Main","3",8.4,"West",0,"Estimated",16,10530,"Not Signaled","Yard/Restricted Limits","No",0,3,0,0,0,0,81,0,0,0,0,1,0,0,1,40.349337,-80.964623,"3","Cl","Class 2","SMT-2 - Short Line East",30000,"No","No","Winter"
2019,"1",41,"Dark","Clear","Main","3",25.3,"North",4,"Recorded",4,5475,"Signaled","Signal Indication","No",9,2,0,0,0,0,36,0,44,0,0,1,0,0,1,32.551457,-94.364823,"3","CL","Class 1","SMT-6 - UP/KCS",164922,"Yes","Yes","Winter"
2013,"18",65,"Day","Clear","Main","2",25.4,"East",7,"Recorded",7,9812,"Signaled","Signal Indication","No",0,4,0,0,0,0,81,0,17,0,0,1,0,0,1,32.732309,-97.359709,"2","CL","Class 1","SMT-6 - UP/KCS",125133,"No","No","Fall"
2017,"17",50,"Day","Un-Clear","Main","3",50.2,"East",7,"Estimated",7,18694,"Signaled","Signal Indication","No",0,3,0,0,0,0,137,0,35,0,0,1,0,0,1,37.790369,-79.868489,"3","CL","Class 1","SMT-9 - CSX",117431,"No","Yes","Fall"
2011,"16",84,"Day","Clear","Yard","1",3,"East",3,"Estimated",3,0,"Not Signaled","Other Than Main Track","No",0,3,0,0,0,0,24,0,0,0,0,1,0,1,1,36.876311,-76.310323,"1","CL","Class 1","SMT-3 - Norfolk Southern",25700,"No","No","Summer"
2018,"20",57,"Day","Clear","Main","4",40.18,"West",21,"Recorded",21,17446,"Signaled","Signal Indication","No",0,2,0,0,0,2,122,0,0,0,0,1,0,0,1,44.841554,-106.957944,"4","CL","Class 1","SMT-5 - BNSF",27600,"No","No","Summer"
2017,"16",40,"Day","Un-Clear","Main","3",69.32,"South",24,"Recorded",24,0,"Not Signaled","Yard/Restricted Limits","No",0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,33.213881,-88.273623,"3","Cl","Class 3","SMT-2 - Short Line East",65000,"No","No","Fall"
2017,"16",40,"Day","Un-Clear","Main","3",69.32,"South",18,"Recorded",24,0,"Not Signaled","Yard/Restricted Limits","No",0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,33.213881,-88.273623,"3","Cl","Class 3","SMT-2 - Short Line East",75000,"No","No","Fall"
2014,"13",94,"Day","Clear","Main","2",15.03,"South",10,"Estimated",10,5717,"Signaled","Signal Indication","No",0,2,0,0,0,0,26,0,61,0,0,1,0,0,1,35.927212,-89.905433,"2","CL","Class 1","SMT-5 - BNSF",80700,"No","No","Spring"
2014,"10",55,"Day","Clear","Main","3",2,"North",25,"Recorded",25,0,"Not Signaled","Direct Train Control","No",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,35.869128,-94.139062,"3","Cl","Class 3","SMT-8 - Short Line West",152500,"No","No","Fall"
2022,"6",55,"Dark","Clear","Main","4",136,"West",7,"Estimated",7,11681,"Signaled","Signal Indication","No",0,3,0,0,0,0,79,0,66,0,0,1,0,0,1,33.674801,-92.72827,"4","CL","Class 1","SMT-6 - UP/KCS",13982,"No","No","Spring"
2014,"3",50,"Dark","Un-Clear","Main","5",79.6,"South",4,"Recorded",4,5307,"Signaled","Signal Indication","No",0,3,0,0,0,0,83,0,0,0,0,1,0,0,1,35.250339,-118.582436,"5","CL","Class 1","SMT-6 - UP/KCS",309471,"No","No","Fall"
2019,"10",90,"Day","Un-Clear","Main","4",5.2,"East",15,"Estimated",15,3250,"Signaled","Signal Indication","No",0,2,0,0,0,0,0,0,85,0,0,1,0,0,1,37.849795,-121.264168,"4","Cl","Class 3","SMT-8 - Short Line West",0,"No","No","Spring"
2011,"1",65,"Dark","Clear","Main","1",15.6,"West",9,"Recorded",9,13633,"Signaled","Signal Indication","No",16,3,0,0,0,2,109,0,2,0,0,1,0,0,1,34.066825,-117.328015,"4","CL","Class 1","SMT-6 - UP/KCS",215145,"No","Yes","Fall"
2014,"10",50,"Day","Clear","Main","5",79.5,"North",10,"Recorded",10,9111,"Signaled","Signal Indication","No",29,4,0,0,0,2,64,0,54,0,0,1,0,0,1,35.267574,-118.603634,"5","CL","Class 1","SMT-6 - UP/KCS",30490,"No","Yes","Spring"
2011,"13",96,"Day","Clear","Main","4",19.8,"South",44,"Recorded",44,5653,"Signaled","Signal Indication","No",16,2,0,0,0,2,38,0,30,0,0,1,0,0,1,34.545153,-117.965687,"4","CL","Class 1","SMT-6 - UP/KCS",1459290,"No","No","Summer"
2015,"3",79,"Dark","Clear","Main","2",97.9,"North",2,"Estimated",2,7454,"Not Signaled","Yard/Restricted Limits","No",30,3,0,0,0,0,120,0,69,0,0,1,0,0,1,30.454135,-87.228817,"2","CL","Class 1","SMT-9 - CSX",123381,"No","No","Summer"
2015,"16",57,"Day","Clear","Main","2",27.2,"South",8,"Estimated",8,2902,"Signaled","Signal Indication","No",0,3,0,0,0,0,22,0,4,0,0,1,0,0,1,33.761979,-84.431417,"2","CL","Class 1","SMT-9 - CSX",113809,"No","No","Fall"
2015,"12",75,"Day","Un-Clear","Yard","X",283000,"East",4,"Estimated",4,1654,"Not Signaled","Other Than Main Track","No",0,2,0,0,0,0,13,0,0,0,0,1,0,0,1,32.077427,-81.122666,"X","Cl","Class 3","SMT-2 - Short Line East",25894,"No","No","Fall"
2013,"1",72,"Dark","Clear","Main","2",10.8,"South",30,"Recorded",30,9529,"Not Signaled","Block Register Territory","No",8,2,0,0,0,0,78,0,33,0,0,1,0,0,1,30.785945,-83.515019,"2","CL","Class 1","SMT-9 - CSX",23331,"No","Yes","Spring"
2018,"13",100,"Day","Clear","Main","4",64.16,"East",24,"Recorded",24,18590,"Signaled","Signal Indication","No",0,2,0,0,0,1,130,0,0,0,0,1,0,0,1,41.051809,-92.475009,"4","CL","Class 1","SMT-5 - BNSF",1986181,"No","No","Spring"
2017,"11",53,"Day","Un-Clear","Main","4",31.6,"South",33,"Recorded",33,17112,"Signaled","Direct Train Control","No",7,4,0,0,0,1,121,0,25,0,0,1,0,0,1,43.037956,-93.231362,"4","CL","Class 1","SMT-6 - UP/KCS",1958688,"No","No","Spring"
2021,"18",65,"Day","Clear","Yard","1",18,"South",4,"Estimated",4,0,"Not Signaled","Other Than Main Track","No",0,2,0,0,0,0,109,0,90,0,0,1,0,0,1,32.807144,-83.623268,"1","CL","Class 1","SMT-3 - Norfolk Southern",14394,"No","No","Spring"
2019,"12",98,"Day","Clear","Yard","1",1.81,"South",10,"Recorded",10,0,"Not Signaled","Other Than Main Track","No",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,32.11535,-81.146335,"1","Cl","Class 3","SMT-2 - Short Line East",17000,"No","No","Summer"
2011,"8",75,"Day","Clear","Main","4",24,"North",30,"Estimated",30,5110,"Signaled","Signal Indication","No",0,2,0,0,0,0,32,0,16,0,0,1,1,0,1,33.139446,-83.8222,"4","CL","Class 1","SMT-3 - Norfolk Southern",395000,"No","No","Spring"
2015,"10",88,"Day","Clear","Main","2",178000,"North",4,"Estimated",4,3700,"Not Signaled","Yard/Restricted Limits","No",0,2,0,0,0,0,37,0,0,0,0,1,0,0,1,31.742686,-81.427628,"2","Cl","Class 3","SMT-2 - Short Line East",22907,"No","No","Spring"
2018,"13",83,"Day","Un-Clear","Main","3",22.2,"North",6,"Recorded",6,19167,"Signaled","Signal Indication","No",2,3,0,0,0,0,24,0,0,0,0,1,0,0,1,33.548605,-84.544719,"3","CL","Class 1","SMT-9 - CSX",11298,"No","No","Summer"
2018,"16",70,"Day","Clear","Main","3",22.4,"North",35,"Recorded",35,9117,"Signaled","Signal Indication","No",36,3,0,0,0,0,45,0,107,0,0,1,0,0,1,34.067101,-84.680702,"3","CL","Class 1","SMT-9 - CSX",112744,"No","No","Spring"
2013,"12",63,"Day","Clear","Main","4",10.2,"South",54,"Estimated",54,6768,"Signaled","Signal Indication","No",3,2,0,0,0,0,39,0,1,0,0,1,0,0,1,31.449955,-82.513235,"4","CL","Class 1","SMT-9 - CSX",2188822,"No","Yes","Fall"
2017,"4",38,"Dark","Clear","Main","2",27,"East",2,"Recorded",2,500,"Not Signaled","Direct Train Control","No",0,1,0,0,0,0,10,0,14,0,0,1,0,0,1,32.506674,-81.434497,"2","CL","Class 1","SMT-3 - Norfolk Southern",13134,"No","No","Winter"
2018,"3",74,"Dark","Un-Clear","Main","4",70,"South",22,"Estimated",22,12451,"Signaled","Signal Indication","No",6,4,0,0,0,0,103,0,28,0,0,1,0,0,1,32.896516,-84.71489,"4","CL","Class 1","SMT-9 - CSX",38155,"No","Yes","Fall"
2019,"20",50,"Dark","Clear","Main","4",13,"East",47,"Recorded",47,4360,"Not Signaled","Direct Train Control","No",33,2,0,0,0,0,50,0,53,0,0,1,0,0,1,32.900986,-82.493887,"4","CL","Class 1","SMT-3 - Norfolk Southern",3745986,"No","No","Winter"
2019,"17",86,"Day","Clear","Main","3",27.3,"South",22,"Recorded",22,0,"Signaled","Signal Indication","No",0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,33.957069,-84.008609,"3","CL","Class 1","SMT-9 - CSX",4935,"No","Yes","Summer"
2013,"14",75,"Day","Clear","Main","3",1.2,"North",8,"Recorded",8,256,"Not Signaled","Direct Train Control","No",1,2,0,0,0,0,0,0,8,0,0,1,0,0,2,27.123752,-81.346153,"3","Cl","Class 3","SMT-2 - Short Line East",22550,"No","Yes","Winter"
2014,"19",30,"Dark","Un-Clear","Main","4",16,"South",43,"Recorded",43,5448,"Not Signaled","Block Register Territory","No",16,4,0,0,0,0,42,0,27,0,0,1,0,0,1,30.787545,-87.323688,"4","CL","Class 1","SMT-9 - CSX",1314867,"No","No","Winter"
2013,"2",51,"Dark","Clear","Main","1",43.6,"North",7,"Recorded",7,6611,"Not Signaled","Direct Train Control","No",19,4,0,0,0,0,22,0,92,0,0,1,0,0,1,33.458597,-81.960634,"1","CL","Class 1","SMT-9 - CSX",20775,"No","No","Winter"
2022,"4",80,"Dark","Un-Clear","Main","4",60.3,"South",45,"Recorded",45,7378,"Signaled","Signal Indication","No",0,4,0,0,0,0,76,0,132,0,0,1,0,0,1,31.809105,-81.560662,"4","CL","Class 1","SMT-9 - CSX",40119,"No","Yes","Spring"
2020,"20",90,"Day","Clear","Main","2",10,"South",9,"Estimated",9,19966,"Signaled","Signal Indication","No",0,2,0,0,0,0,148,0,67,0,0,1,0,0,1,30.331924,-81.682353,"2","CL","Class 1","SMT-9 - CSX",44649,"No","Yes","Summer"
2021,"6",70,"Dark","Clear","Main","4",13,"South",71,"Recorded",71,0,"Signaled","Signal Indication","Yes",0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,28.392735,-81.374537,"4","Cl","Class 3","SMT-1 - Amtrak, Commuter East",68896,"No","No","Summer"
2019,"2",70,"Dark","Clear","Main","3",1,"North",24,"Recorded",24,0,"Not Signaled","Direct Train Control","No",0,1,0,0,0,0,0,0,12,0,0,1,0,0,1,26.667715,-80.7486,"3","Cl","Class 3","SMT-2 - Short Line East",1000,"No","No","Fall"
2019,"4",70,"Dark","Clear","Main","4",2.45,"North",10,"Estimated",10,0,"Not Signaled","Block Register Territory","No",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,26.710404,-80.055307,"4","Cl","Class 2","SMT-2 - Short Line East",44000,"No","Yes","Winter"
2021,"16",61,"Day","Un-Clear","Main","4",75.4,"South",40,"Estimated",40,4805,"Signaled","Signal Indication","No",0,4,0,0,0,0,63,0,21,0,0,1,0,0,1,30.730581,-81.950201,"4","CL","Class 1","SMT-9 - CSX",46436,"No","No","Winter"
2015,"19",61,"Day","Un-Clear","Industry","2",1.86,"North",5,"Estimated",5,0,"Not Signaled","Other Than Main Track","No",10,2,0,0,0,0,10,0,7,0,0,1,0,0,1,32.080424,-81.028205,"2","Cl","Class 3","SMT-2 - Short Line East",18885,"No","No","Winter"
2012,"19",80,"Day","Un-Clear","Main","1",44.1,"South",8,"Estimated",8,7780,"Signaled","Signal Indication","No",29,6,0,0,0,0,54,0,52,0,0,1,0,0,1,30.345785,-81.699865,"1","CL","Class 1","SMT-9 - CSX",23815,"No","No","Spring"
2014,"6",68,"Dark","Clear","Main","2",51,"North",2,"Estimated",9,0,"Not Signaled","Block Register Territory","No",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,27.394589,-80.369328,"2","Cl","Class 2","SMT-2 - Short Line East",10000,"No","No","Spring"
2014,"6",68,"Dark","Clear","Main","2",51,"North",9,"Estimated",9,161,"Not Signaled","Block Register Territory","No",0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,27.394589,-80.369328,"2","Cl","Class 2","SMT-2 - Short Line East",15000,"No","No","Spring"
2021,"13",72,"Day","Clear","Main","1",6.5,"South",7,"Recorded",7,8400,"Signaled","Signal Indication","No",24,3,0,0,0,0,79,0,45,0,0,1,0,0,1,30.332804,-81.683666,"1","CL","Class 1","SMT-9 - CSX",69066,"No","No","Spring"
2022,"11",90,"Day","Clear","Main","2",0.38,"North",17,"Estimated",17,950,"Not Signaled","Direct Train Control","No",0,2,0,0,0,0,5,0,8,0,0,1,0,0,1,26.644535,-81.857222,"2","Cl","Class 3","SMT-2 - Short Line East",133600,"No","No","Summer"
2016,"6",50,"Dark","Un-Clear","Main","3",43.6,"East",27,"Recorded",27,14489,"Signaled","Signal Indication","No",21,3,0,0,0,0,94,0,81,0,0,1,0,0,1,38.929578,-76.993878,"3","CL","Class 1","SMT-9 - CSX",908859,"No","Yes","Spring"
2013,"16",67,"Day","Un-Clear","Main","1",1968.8,"South",0,"Estimated",0,0,"Signaled","Signal Indication","Yes",0,1,0,3,1,0,0,0,0,0,0,1,0,1,1,39.737422,-75.541177,"7","No","Class 3","SMT-1 - Amtrak, Commuter East",27000,"No","No","Fall"
2016,"19",23,"Dark","Clear","Main","2",2.93,"West",7,"Recorded",7,0,"Signaled","Signal Indication","No",0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,41.294955,-72.9284,"2","No","Class 3","SMT-1 - Amtrak, Commuter East",402000,"No","No","Winter"
2016,"13",75,"Day","Clear","Main","2",11.8,"South",5,"Recorded",5,6698,"Signaled","Signal Indication","No",28,4,0,0,0,0,73,0,74,0,0,1,0,0,1,30.329507,-81.682026,"2","CL","Class 1","SMT-9 - CSX",59000,"No","Yes","Fall"
2012,"3",50,"Dark","Un-Clear","Main","4",13.08,"West",5,"Estimated",5,4286,"Signaled","Signal Indication","No",37,7,0,0,0,0,14,0,77,0,0,1,0,0,1,40.253858,-103.624326,"4","CL","Class 1","SMT-5 - BNSF",91750,"No","No","Spring"
2014,"12",18,"Day","Un-Clear","Main","4",19.54,"East",56,"Recorded",56,2341,"Signaled","Signal Indication","No",0,2,0,0,0,0,61,0,0,0,0,1,0,0,1,40.08003,-102.251049,"4","CL","Class 1","SMT-5 - BNSF",1090219,"No","Yes","Winter"
2012,"7",45,"Day","Clear","Main","3",0.8,"East",33,"Estimated",33,2280,"Signaled","Signal Indication","No",0,2,0,0,0,0,15,0,5,0,0,1,0,1,1,38.363442,-104.957142,"3","Cl","Class 3","SMT-8 - Short Line West",400000,"No","No","Fall"
2013,"16",45,"Day","Clear","Main","2",21.4,"West",15,"Recorded",15,12050,"Not Signaled","Direct Train Control","No",0,2,0,0,0,0,92,0,0,0,0,1,0,0,1,38.926104,-107.520062,"2","CL","Class 1","SMT-6 - UP/KCS",87750,"No","No","Fall"
