"Year","DayHour","Temperature","Visibility","Weather.Condition","Track.Type","Track.Class","Track.Density","Train.Direction","Train.Speed","Recorded.Estimated.Speed","Maximum.Speed","Gross.Tonnage","Signalization","Method.of.Operation","Passengers.Transported","Hazmat.Cars","Head.End.Locomotives","Mid.Train.Manual.Locomotives","Mid.Train.Remote.Locomotives","Rear.End.Manual.Locomotives","Rear.End.Remote.Locomotives","Loaded.Freight.Cars","Loaded.Passenger.Cars","Empty.Freight.Cars","Empty.Passenger.Cars","Cabooses","Engineers.On.Duty","Firemen.On.Duty","Brakemen.On.Duty","Conductors.On.Duty","Latitude","Longitude","Joint.Track.Class","Class.Code","Reporting.Railroad.Class","Reporting.Railroad.SMT.Grouping","summed_cost","Postive.DA.Tests","Working.Over.8","Season"
2014,"8",50,"Day","Clear","Main","2",1.8,"East",10,"Recorded",10,12890,"Not Signaled","Yard/Restricted Limits","No",98,2,0,0,0,1,100,0,0,0,0,1,0,0,1,40.337013,-104.783968,"2","CL","Class 1","SMT-6 - UP/KCS",175455,"No","No","Spring"
2015,"15",77,"Day","Clear","Main","2",14.1,"West",23,"Recorded",23,12666,"Not Signaled","Direct Train Control","No",0,2,0,0,0,0,90,0,0,0,0,1,0,0,1,39.00111,-108.512583,"2","CL","Class 1","SMT-6 - UP/KCS",553283,"No","Yes","Spring"
2012,"16",106,"Day","Clear","Main","5",49.72,"West",21,"Recorded",21,15960,"Signaled","Signal Indication","No",0,9,0,0,0,0,112,0,0,0,0,1,0,0,1,35.4144,-119.16553,"5","CL","Class 1","SMT-5 - BNSF",109186,"No","No","Summer"
2013,"11",40,"Day","Clear","Main","2",15.5,"West",15,"Estimated",15,9054,"Signaled","Signal Indication","No",0,3,0,0,0,0,63,0,34,0,0,1,0,0,1,34.066894,-117.353582,"2","CL","Class 1","SMT-6 - UP/KCS",33264,"No","No","Winter"
2017,"0",20,"Dark","Clear","Main","3",27.4,"South",40,"Recorded",40,17303,"Signaled","Signal Indication","No",0,3,0,0,2,0,121,0,0,0,0,1,0,0,1,40.480928,-104.699272,"3","CL","Class 1","SMT-6 - UP/KCS",2004370,"No","No","Winter"
2012,"4",70,"Dark","Clear","Main","2",75.9,"South",8,"Recorded",8,8884,"Signaled","Signal Indication","No",8,3,0,0,0,2,63,0,27,0,0,1,0,0,1,35.275124,-118.63831,"2","CL","Class 1","SMT-6 - UP/KCS",83654,"No","No","Summer"
2014,"15",55,"Day","Clear","Main","2",22.3,"North",25,"Recorded",25,2783,"Signaled","Signal Indication","No",0,7,0,0,0,0,6,0,61,0,0,1,0,0,1,41.015762,-122.405325,"2","CL","Class 1","SMT-6 - UP/KCS",486853,"No","No","Winter"
2015,"4",55,"Dark","Clear","Main","3",30.2,"South",21,"Recorded",21,10402,"Signaled","Signal Indication","No",0,5,0,0,0,0,80,0,28,0,0,1,0,0,1,40.987272,-104.880697,"3","CL","Class 1","SMT-6 - UP/KCS",18895,"No","No","Summer"
2022,"4",67,"Dark","Clear","Main","4",25.1,"West",30,"Estimated",30,16513,"Signaled","Signal Indication","No",1,6,0,1,0,3,121,0,18,0,0,1,0,0,1,34.066311,-117.345029,"4","CL","Class 1","SMT-6 - UP/KCS",573062,"Yes","No","Spring"
2021,"19",79,"Day","Clear","Main","1",29.9,"North",4,"Recorded",4,5195,"Signaled","Signal Indication","No",3,3,0,0,0,0,21,0,87,0,0,1,0,0,1,34.067998,-117.344088,"1","CL","Class 1","SMT-6 - UP/KCS",99554,"No","No","Spring"
2022,"14",44,"Day","Clear","Main","4",21.4,"North",3,"Estimated",3,3370,"Signaled","Signal Indication","No",0,3,0,0,0,0,10,0,72,0,0,1,0,0,1,41.268855,-122.300184,"4","CL","Class 1","SMT-6 - UP/KCS",38926,"No","No","Fall"
2020,"18",85,"Day","Clear","Main","2",19.1,"West",3,"Estimated",3,8043,"Signaled","Signal Indication","No",0,2,0,0,0,0,64,0,47,0,0,1,0,0,1,34.06658,-117.351109,"2","CL","Class 1","SMT-6 - UP/KCS",360829,"No","No","Fall"
2018,"9",86,"Day","Clear","Main","5",61.56,"West",23,"Recorded",23,11662,"Signaled","Signal Indication","No",22,4,2,0,0,2,89,0,10,0,0,1,0,0,1,34.197644,-117.373628,"5","CL","Class 1","SMT-5 - BNSF",4034947,"No","No","Summer"
2019,"11",90,"Day","Clear","Main","X",160639,"West",9,"Recorded",9,1967,"Not Signaled","Block Register Territory","No",0,2,0,0,0,0,18,0,1,0,0,1,0,0,1,41.51529,-120.48398,"X","Cl","Class 3","SMT-8 - Short Line West",23722,"No","No","Summer"
2021,"22",61,"Dark","Un-Clear","Main","1",0.2,"West",2,"Estimated",2,17123,"Not Signaled","Direct Train Control","No",110,3,0,0,0,0,106,0,51,0,0,1,0,1,1,32.799954,-115.555787,"1","CL","Class 1","SMT-6 - UP/KCS",2407152,"No","No","Winter"
2018,"20",68,"Day","Clear","Main","2",21,"West",8,"Recorded",8,7720,"Signaled","Signal Indication","No",0,3,0,0,0,0,112,0,0,0,0,1,0,0,1,33.783914,-118.228657,"2","Cl","Class 3","SMT-8 - Short Line West",400000,"No","No","Spring"
2018,"10",78,"Day","Clear","Main","2",21.2,"West",20,"Estimated",20,9000,"Signaled","Signal Indication","No",0,2,0,0,0,1,67,0,3,0,0,1,0,0,1,41.265448,-122.294767,"2","CL","Class 1","SMT-6 - UP/KCS",519471,"No","No","Spring"
2018,"5",68,"Dark","Clear","Main","4",9.58,"East",20,"Estimated",20,4845,"Signaled","Signal Indication","No",0,6,0,0,0,0,32,0,19,0,0,1,0,1,1,37.941699,-121.231997,"4","CL","Class 1","SMT-5 - BNSF",520000,"No","No","Spring"
2019,"9",66,"Day","Clear","Main","4",18.1,"South",15,"Estimated",15,0,"Signaled","Signal Indication","Yes",0,1,0,0,0,0,0,6,0,0,0,1,0,0,2,37.332613,-121.903347,"4","No","Class 3","SMT-7 - Commuter West",96783,"No","No","Spring"
2016,"21",64,"Dark","Un-Clear","Main","4",18.1,"North",50,"Estimated",50,0,"Signaled","Signal Indication","Yes",0,1,0,0,0,0,0,6,0,0,0,1,0,0,2,37.41758,-122.12332,"4","No","Class 3","SMT-7 - Commuter West",28286,"No","No","Fall"
2015,"15",64,"Day","Un-Clear","Main","4",41.53,"East",50,"Recorded",50,0,"Signaled","Signal Indication","Yes",0,1,0,0,0,0,0,5,0,0,0,1,0,0,1,33.96581,-118.095728,"4","No","Class 3","SMT-7 - Commuter West",15224,"No","No","Winter"
2019,"0",38,"Dark","Un-Clear","Main","4",26.8,"South",13,"Recorded",13,12861,"Signaled","Signal Indication","No",6,3,0,0,0,0,84,0,36,0,0,1,0,1,1,37.987279,-121.282093,"4","CL","Class 1","SMT-6 - UP/KCS",427915,"No","No","Winter"
2012,"18",90,"Day","Clear","Main","4",76.91,"West",16,"Recorded",16,5921,"Signaled","Signal Indication","No",3,2,0,0,0,1,43,0,17,0,0,1,0,0,1,35.499103,-113.232836,"4","CL","Class 1","SMT-5 - BNSF",613701,"No","Yes","Spring"
2019,"8",68,"Day","Un-Clear","Main","4",3.7,"East",14,"Recorded",14,4362,"Signaled","Signal Indication","No",2,2,0,0,0,0,12,0,73,0,0,1,0,0,1,33.133195,-111.501125,"4","CL","Class 1","SMT-6 - UP/KCS",62428,"No","No","Summer"
2020,"17",109,"Day","Clear","Main","2",3.8,"West",24,"Recorded",24,725,"Signaled","Signal Indication","No",2,1,0,0,0,0,2,0,16,0,0,1,0,1,1,33.433706,-111.943939,"2","CL","Class 1","SMT-6 - UP/KCS",106801,"No","No","Spring"
2019,"20",92,"Dark","Clear","Main","4",43.8,"West",1,"Estimated",1,9391,"Signaled","Signal Indication","No",18,3,0,2,0,2,55,0,80,0,0,1,0,0,1,32.568198,-111.317576,"4","CL","Class 1","SMT-6 - UP/KCS",53852,"No","Yes","Summer"
2013,"14",71,"Day","Clear","Main","4",2.4,"East",76,"Estimated",76,0,"Signaled","Signal Indication","Yes",0,0,0,0,1,0,0,4,0,0,0,1,0,0,1,34.248387,-118.402995,"4","No","Class 3","SMT-7 - Commuter West",28162,"No","No","Spring"
2014,"16",81,"Day","Clear","Main","4",43.8,"East",7,"Recorded",7,5966,"Signaled","Signal Indication","No",0,4,0,0,0,0,112,0,0,0,0,1,0,0,1,32.724852,-114.61533,"4","CL","Class 1","SMT-6 - UP/KCS",22698,"No","Yes","Fall"
2018,"15",85,"Day","Clear","Main","5",92.52,"West",11,"Recorded",11,7552,"Signaled","Signal Indication","No",0,3,0,0,0,0,72,0,0,0,0,1,0,0,1,35.432257,-113.630162,"5","CL","Class 1","SMT-5 - BNSF",172733,"No","No","Spring"
2018,"15",85,"Day","Clear","Main","5",92.52,"East",9,"Recorded",11,3831,"Signaled","Signal Indication","No",0,2,0,0,0,0,29,0,1,0,0,1,0,1,1,35.432257,-113.630162,"5","CL","Class 1","SMT-5 - BNSF",1163996,"No","Yes","Spring"
2012,"21",80,"Dark","Clear","Siding","3",66.86,"North",5,"Estimated",5,0,"Signaled","Signal Indication","No",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,35.536102,-90.424139,"3","CL","Class 1","SMT-5 - BNSF",17000,"No","No","Summer"
2012,"4",71,"Dark","Un-Clear","Main","4",41.4,"South",4,"Estimated",4,1177,"Signaled","Signal Indication","No",0,2,0,0,0,0,0,0,9,0,0,1,0,1,1,34.714708,-92.235313,"4","CL","Class 1","SMT-6 - UP/KCS",3464,"No","No","Summer"
2013,"4",63,"Dark","Un-Clear","Main","4",39.3,"West",21,"Recorded",21,8161,"Signaled","Signal Indication","No",0,2,0,2,0,1,80,0,0,0,0,1,0,0,1,33.379237,-93.751815,"4","CL","Class 1","SMT-6 - UP/KCS",1379144,"No","No","Spring"
2013,"14",48,"Day","Un-Clear","Main","5",76.4,"North",54,"Recorded",54,3041,"Signaled","Signal Indication","No",5,2,0,0,0,0,56,0,0,0,0,1,0,0,1,35.128359,-91.802879,"5","CL","Class 1","SMT-6 - UP/KCS",1701801,"No","No","Winter"
2012,"7",66,"Dark","Clear","Main","5",6.21,"West",0,"Recorded",38,979,"Signaled","Signal Indication","No",0,3,0,0,0,0,7,0,2,0,0,1,0,0,1,35.396859,-112.476063,"5","CL","Class 1","SMT-5 - BNSF",0,"No","No","Summer"
2020,"7",83,"Day","Clear","Main","2",3.6,"East",4,"Estimated",4,11817,"Signaled","Signal Indication","No",10,3,0,0,0,0,90,0,7,0,0,1,0,0,1,33.444311,-112.063442,"2","CL","Class 1","SMT-6 - UP/KCS",114022,"No","Yes","Spring"
2014,"2",79,"Dark","Clear","Main","4",54.2,"North",31,"Recorded",45,9478,"Signaled","Signal Indication","No",16,2,0,0,0,0,71,0,21,0,0,1,0,0,1,36.023544,-90.993491,"4","CL","Class 1","SMT-6 - UP/KCS",2303658,"No","No","Summer"
2013,"5",30,"Dark","Un-Clear","Main","3",19,"South",10,"Estimated",10,9634,"Signaled","Signal Indication","No",2,2,0,0,0,1,78,0,11,0,0,1,0,0,1,33.746997,-94.155589,"3","CL","Class 1","SMT-6 - UP/KCS",146730,"No","No","Winter"
2011,"22",70,"Dark","Clear","Main","4",17.84,"North",5,"Estimated",5,0,"Signaled","Signal Indication","No",0,2,0,0,0,0,24,0,84,0,0,1,0,1,1,35.913467,-89.905512,"4","CL","Class 1","SMT-5 - BNSF",119500,"No","No","Fall"
2018,"15",85,"Day","Clear","Main","4",45,"South",26,"Estimated",26,17252,"Signaled","Signal Indication","No",0,2,0,0,0,3,126,0,0,0,0,1,0,0,1,34.299045,-94.339096,"4","CL","Class 1","SMT-6 - UP/KCS",1403602,"No","No","Spring"
2016,"14",97,"Day","Clear","Main","2",0.1,"South",25,"Estimated",25,779,"Not Signaled","Direct Train Control","No",0,1,0,0,0,0,5,0,2,0,0,1,0,1,1,34.921557,-90.791264,"2","CL","Class 1","SMT-6 - UP/KCS",150822,"No","No","Summer"
2014,"20",73,"Dark","Un-Clear","Main","4",5.9,"South",14,"Recorded",14,0,"Signaled","Signal Indication","No",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,35.531233,-91.374274,"4","CL","Class 1","SMT-6 - UP/KCS",17178,"No","No","Summer"
2014,"15",82,"Day","Clear","Main","2",36.6,"North",6,"Recorded",6,2123,"Signaled","Signal Indication","No",0,2,0,0,0,0,0,0,100,0,0,1,0,0,1,30.738659,-88.044365,"2","CL","Class 1","SMT-9 - CSX",90849,"No","No","Spring"
2016,"14",95,"Day","Clear","Main","4",41.81,"South",41,"Recorded",41,19263,"Signaled","Signal Indication","No",0,2,0,0,0,2,135,0,0,0,0,1,0,0,1,35.186051,-90.157642,"4","CL","Class 1","SMT-5 - BNSF",1906436,"No","No","Summer"
2014,"2",79,"Dark","Clear","Main","4",54.2,"South",45,"Recorded",45,7241,"Signaled","Signal Indication","No",9,2,0,0,0,0,47,0,39,0,0,1,0,0,1,36.023544,-90.993491,"4","CL","Class 1","SMT-6 - UP/KCS",3906439,"No","Yes","Summer"
2020,"4",38,"Dark","Clear","Main","2",31.3,"North",5,"Recorded",5,13434,"Signaled","Signal Indication","No",0,3,0,0,0,0,138,0,0,0,0,1,0,0,1,30.999537,-87.256825,"2","CL","Class 1","SMT-9 - CSX",56681,"No","Yes","Winter"
2021,"13",64,"Day","Clear","Industry","1",1,"North",10,"Estimated",10,5769,"Not Signaled","Other Than Main Track","No",60,2,0,0,0,0,50,0,18,0,0,1,0,0,1,30.555061,-88.167384,"1","CL","Class 1","SMT-9 - CSX",180437,"No","No","Winter"
2020,"15",80,"Day","Clear","Main","2",82.3,"South",0,"Estimated",8,8829,"Signaled","Signal Indication","No",0,1,0,1,0,0,71,0,52,0,0,1,0,0,1,33.543607,-86.790089,"2","CL","Class 1","SMT-9 - CSX",17201,"No","No","Summer"
2013,"23",32,"Dark","Clear","Main","3",8.7,"South",39,"Recorded",39,12340,"Not Signaled","Direct Train Control","No",88,2,0,0,0,1,90,0,0,0,0,1,0,0,1,33.088357,-88.141843,"3","Cl","Class 3","SMT-2 - Short Line East",2699047,"No","No","Fall"
2019,"4",58,"Dark","Un-Clear","Main","4",20.3,"South",15,"Recorded",15,8770,"Signaled","Signal Indication","No",9,7,0,0,0,0,51,0,57,0,0,1,0,0,1,33.579755,-86.944682,"4","CL","Class 1","SMT-5 - BNSF",235674,"No","No","Fall"
2018,"1",75,"Dark","Clear","Main","4",19,"North",14,"Recorded",14,4075,"Signaled","Signal Indication","No",3,3,0,0,0,0,68,0,4,0,0,1,0,0,1,33.63348,-87.029869,"4","CL","Class 1","SMT-5 - BNSF",875753,"No","No","Summer"
2015,"1",57,"Dark","Clear","Main","3",18.8,"South",12,"Estimated",12,2000,"Signaled","Signal Indication","No",0,1,0,0,0,0,20,0,1,0,0,1,0,1,1,35.912226,-89.905478,"3","CL","Class 1","SMT-5 - BNSF",184704,"No","No","Summer"
2022,"20",46,"Dark","Clear","Industry","1",12,"South",2,"Estimated",2,5700,"Not Signaled","Other Than Main Track","No",0,2,0,0,0,0,28,0,78,0,0,1,0,0,1,30.658245,-88.034934,"1","Cl","Class 3","SMT-2 - Short Line East",12339,"No","No","Fall"
2022,"21",65,"Dark","Clear","Main","3",3.1,"North",0,"Estimated",0,10353,"Not Signaled","Direct Train Control","No",0,2,0,0,0,0,46,0,149,0,0,1,0,0,1,31.217162,-85.3503,"3","CL","Class 1","SMT-9 - CSX",14456,"No","Yes","Spring"
2012,"20",70,"Dark","Clear","Main","2",1,"West",15,"Recorded",15,0,"Not Signaled","Direct Train Control","No",0,2,0,0,0,0,4,0,6,0,0,1,1,1,1,32.414888,-85.002493,"2","CL","Class 1","SMT-3 - Norfolk Southern",33000,"No","No","Winter"
2022,"10",66,"Day","Clear","Yard","1",81.3,"South",10,"Estimated",10,15680,"Not Signaled","Other Than Main Track","No",0,4,0,0,0,0,137,0,60,0,0,1,0,0,1,33.512358,-86.806415,"2","CL","Class 1","SMT-9 - CSX",12449,"No","No","Winter"
2022,"8",91,"Day","Clear","Main","2",1,"South",9,"Recorded",9,3456,"Not Signaled","Direct Train Control","No",0,1,0,0,0,1,0,0,108,0,0,1,0,0,1,33.47072,-86.84623,"2","CL","Class 1","SMT-9 - CSX",55418,"No","No","Summer"
2015,"7",50,"Dark","Clear","Main","1",4.732,"East",8,"Recorded",8,0,"Not Signaled","Yard/Restricted Limits","No",48,4,0,0,0,0,58,0,15,0,0,1,0,0,1,33.408016,-88.21205,"1","Cl","Class 3","SMT-8 - Short Line West",221644,"No","Yes","Winter"
2020,"15",90,"Day","Clear","Siding","1",1,"West",10,"Estimated",10,3939,"Not Signaled","Other Than Main Track","No",0,3,0,0,0,0,30,0,4,0,0,1,0,0,1,33.438552,-86.09987,"1","CL","Class 1","SMT-9 - CSX",161384,"No","No","Summer"
2021,"10",85,"Day","Clear","Main","4",61.9,"North",42,"Estimated",42,9889,"Signaled","Signal Indication","No",23,4,0,0,0,0,65,0,53,0,0,1,0,0,1,33.387519,-86.376936,"4","CL","Class 1","SMT-9 - CSX",187391,"No","Yes","Spring"
2021,"15",82,"Day","Clear","Main","1",1,"South",8,"Recorded",8,8432,"Not Signaled","Direct Train Control","No",0,4,0,0,0,0,64,0,84,0,0,1,0,0,1,33.412063,-86.967247,"1","CL","Class 1","SMT-9 - CSX",82561,"No","Yes","Spring"
2017,"23",56,"Dark","Clear","Main","5",22,"East",13,"Recorded",13,11205,"Signaled","Signal Indication","No",0,4,0,0,0,0,74,0,61,0,0,1,0,0,1,33.558082,-86.634678,"5","CL","Class 1","SMT-3 - Norfolk Southern",70199,"No","No","Fall"
2017,"17",91,"Day","Clear","Main","4",30,"East",45,"Recorded",45,13207,"Signaled","Signal Indication","No",15,5,0,0,1,0,107,0,14,0,0,1,0,0,1,33.595938,-86.222794,"4","CL","Class 1","SMT-3 - Norfolk Southern",1638148,"No","No","Spring"
2017,"19",35,"Dark","Clear","Main","1",4.732,"East",14,"Recorded",14,8042,"Not Signaled","Yard/Restricted Limits","No",24,5,0,0,0,0,48,0,55,0,0,1,0,0,1,33.258563,-87.739328,"1","Cl","Class 3","SMT-8 - Short Line West",154500,"No","No","Winter"
2019,"18",53,"Dark","Clear","Main","4",39.7,"South",33,"Recorded",33,6263,"Signaled","Signal Indication","No",0,1,0,1,0,0,83,0,0,0,0,1,0,0,1,31.248501,-82.374725,"4","CL","Class 1","SMT-9 - CSX",16885,"No","Yes","Fall"
2019,"18",53,"Dark","Clear","Main","4",39.7,"North",0,"Recorded",33,11285,"Signaled","Signal Indication","No",0,3,0,0,0,0,54,0,146,0,0,1,0,0,1,31.248501,-82.374725,"4","CL","Class 1","SMT-9 - CSX",0,"No","No","Fall"
2018,"9",48,"Day","Clear","Industry","2",0.19,"East",4,"Estimated",4,3303,"Not Signaled","Other Than Main Track","No",0,0,0,0,3,0,28,0,0,0,0,1,0,0,1,32.131716,-81.444633,"2","Cl","Class 3","SMT-2 - Short Line East",50000,"No","No","Fall"
2020,"3",54,"Dark","Un-Clear","Main","4",79.9,"South",25,"Estimated",25,13200,"Signaled","Signal Indication","No",0,1,0,0,0,0,84,0,32,0,0,1,0,0,1,32.660558,-84.53204,"4","CL","Class 1","SMT-9 - CSX",28924,"No","No","Fall"
2011,"2",49,"Dark","Clear","Main","4",64.2,"West",49,"Recorded",49,4717,"Signaled","Signal Indication","No",0,2,0,0,0,0,28,0,44,0,0,1,0,0,1,41.8621,-106.109574,"4","CL","Class 1","SMT-6 - UP/KCS",0,"No","No","Fall"
2020,"0",73,"Dark","Un-Clear","Main","4",46.7,"North",37,"Recorded",37,13152,"Signaled","Signal Indication","No",16,1,0,1,0,0,67,0,142,0,0,1,0,0,1,31.485297,-82.017204,"4","CL","Class 1","SMT-9 - CSX",343859,"No","No","Spring"
2019,"17",86,"Day","Clear","Main","3",27.3,"South",0,"Estimated",22,33,"Signaled","Signal Indication","No",3,2,0,0,0,0,68,0,75,0,0,1,0,0,1,33.957069,-84.008609,"3","CL","Class 1","SMT-9 - CSX",9900,"No","No","Summer"
2018,"9",60,"Day","Clear","Main","4",32.6,"East",55,"Estimated",55,6760,"Signaled","Signal Indication","No",13,5,0,0,0,0,89,0,0,0,0,1,0,1,1,41.437267,-110.429066,"4","CL","Class 1","SMT-6 - UP/KCS",34893,"No","No","Spring"
2019,"15",27,"Day","Un-Clear","Main","4",142.8,"East",23,"Recorded",23,17732,"Signaled","Signal Indication","No",0,2,0,0,0,2,124,0,0,0,0,1,0,0,1,42.347817,-104.899184,"4","CL","Class 1","SMT-5 - BNSF",1207553,"No","Yes","Winter"
2019,"3",20,"Dark","Clear","Main","4",100.22,"East",5,"Estimated",5,1942,"Signaled","Signal Indication","No",0,1,0,0,0,0,9,0,26,0,0,1,0,0,1,42.948973,-105.256642,"4","CL","Class 1","SMT-5 - BNSF",87919,"No","No","Spring"
2022,"3",63,"Dark","Clear","Main","2",6.6,"East",18,"Recorded",18,251,"Not Signaled","Direct Train Control","No",0,7,0,0,0,0,40,0,8,0,0,1,0,0,1,39.576114,-80.760034,"2","CL","Class 1","SMT-9 - CSX",35606,"No","No","Spring"
2020,"19",33,"Day","Clear","Main","4",151.78,"East",10,"Recorded",10,19388,"Signaled","Signal Indication","No",0,2,0,0,0,0,138,0,0,0,0,1,0,0,1,42.430657,-104.956909,"4","CL","Class 1","SMT-5 - BNSF",2820717,"No","No","Winter"
2019,"20",30,"Dark","Clear","Main","3",29.4,"East",18,"Recorded",18,13318,"Not Signaled","Direct Train Control","No",2,3,0,0,0,0,74,0,103,0,0,1,0,0,1,43.130477,-88.167221,"3","CL","Class 1","SMT-6 - UP/KCS",475107,"No","No","Winter"
2015,"17",72,"Day","Clear","Main","3",46.5,"West",27,"Recorded",27,6189,"Signaled","Signal Indication","No",0,2,0,0,0,0,52,0,0,0,0,1,0,0,1,37.798182,-80.920174,"3","CL","Class 1","SMT-9 - CSX",45050,"No","No","Summer"
2016,"19",18,"Dark","Un-Clear","Main","4",8,"West",8,"Estimated",8,1915,"Signaled","Direct Train Control","No",0,2,0,0,0,0,1,0,77,0,0,1,0,1,1,44.891339,-91.735676,"4","CL","Class 1","SMT-6 - UP/KCS",119434,"No","No","Fall"
2011,"14",40,"Day","Clear","Main","1",94.01,"East",3,"Estimated",3,6589,"Signaled","Signal Indication","No",29,3,0,0,0,0,32,0,79,0,0,2,0,0,1,45.641368,-122.687458,"1","CL","Class 1","SMT-5 - BNSF",55500,"No","No","Fall"
2014,"16",43,"Day","Clear","Main","4",36.61,"East",5,"Estimated",5,17546,"Signaled","Signal Indication","No",0,4,0,0,0,0,123,0,0,0,0,1,0,0,1,46.202019,-122.900493,"4","CL","Class 1","SMT-5 - BNSF",17200,"No","No","Spring"
2013,"9",50,"Day","Clear","Main","3",27.9,"South",3,"Recorded",3,4280,"Signaled","Signal Indication","No",0,2,0,0,0,0,24,0,29,0,0,1,0,1,1,46.09613,-118.913084,"3","CL","Class 1","SMT-6 - UP/KCS",91208,"No","No","Spring"
2012,"22",58,"Dark","Un-Clear","Main","2",16.1,"South",7,"Recorded",7,2421,"Not Signaled","Direct Train Control","No",0,2,0,0,0,0,0,0,110,0,0,1,0,0,1,36.692039,-83.28631,"2","CL","Class 1","SMT-9 - CSX",88961,"No","No","Winter"
2018,"15",50,"Day","Clear","Main","5",31.97,"South",2,"Estimated",5,12647,"Signaled","Signal Indication","No",16,5,0,0,0,0,91,0,18,3,0,2,0,0,1,46.719767,-122.951559,"5","CL","Class 1","SMT-5 - BNSF",965575,"No","No","Winter"
2017,"14",96,"Day","Clear","Main","3",41.77,"East",7,"Estimated",7,11276,"Signaled","Signal Indication","No",26,2,0,0,0,0,69,0,85,0,0,1,0,0,1,46.632566,-118.902454,"3","CL","Class 1","SMT-5 - BNSF",23718,"No","No","Spring"
2021,"18",82,"Day","Clear","Main","3",1,"East",14,"Recorded",14,17031,"Signaled","Signal Indication","No",52,1,0,1,0,0,121,0,39,0,0,1,0,0,1,37.532816,-77.456703,"3","CL","Class 1","SMT-9 - CSX",194221,"No","Yes","Spring"
2021,"15",95,"Day","Clear","Yard","1",20.5,"East",6,"Recorded",6,0,"Signaled","Other Than Main Track","No",0,4,0,0,0,0,19,0,98,0,0,1,0,0,1,37.514813,-77.413709,"1","CL","Class 1","SMT-9 - CSX",34343,"No","No","Spring"
2021,"13",84,"Day","Un-Clear","Main","3",39,"East",15,"Estimated",15,14561,"Signaled","Signal Indication","No",0,2,0,0,0,0,108,0,0,0,0,1,0,0,1,37.532816,-77.456703,"3","CL","Class 1","SMT-9 - CSX",263827,"No","Yes","Summer"
2022,"10",26,"Day","Un-Clear","Main","3",13.1,"East",5,"Estimated",5,3325,"Signaled","Signal Indication","No",0,2,0,0,0,0,11,0,53,0,0,1,0,1,1,41.23345,-111.987805,"3","CL","Class 1","SMT-6 - UP/KCS",170888,"No","No","Fall"
2017,"20",55,"Dark","Un-Clear","Main","2",1,"East",46,"Recorded",46,7129,"Not Signaled","Direct Train Control","No",0,3,0,0,0,0,54,0,0,0,0,1,0,0,1,36.884679,-82.805773,"2","CL","Class 1","SMT-3 - Norfolk Southern",2002471,"No","No","Fall"
2011,"20",82,"Dark","Clear","Main","4",78.36,"South",20,"Recorded",20,6491,"Signaled","Signal Indication","No",38,2,0,0,0,0,41,0,41,0,0,1,0,0,1,30.520182,-96.684848,"4","CL","Class 1","SMT-5 - BNSF",198000,"No","No","Fall"
2012,"6",65,"Dark","Un-Clear","Main","1",3.8,"South",8,"Estimated",8,2117,"Signaled","Signal Indication","No",0,5,0,0,0,0,8,0,28,0,0,1,0,1,1,29.986653,-94.909151,"2","CL","Class 1","SMT-5 - BNSF",95094,"No","No","Fall"
2013,"3",64,"Dark","Un-Clear","Main","1",3.9,"South",5,"Estimated",5,0,"Not Signaled","Block Register Territory","No",0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,29.736698,-95.2636,"1","CL","Class 1","SMT-6 - UP/KCS",217509,"Yes","Yes","Winter"
2013,"16",58,"Day","Un-Clear","Main","3",6,"South",5,"Estimated",5,8304,"Signaled","Signal Indication","No",1,2,0,0,0,0,79,0,14,0,0,1,0,0,1,30.100267,-94.058114,"3","CL","Class 1","SMT-6 - UP/KCS",186898,"No","No","Winter"
2022,"3",72,"Dark","Clear","Yard","3",2,"North",8,"Recorded",8,4,"Not Signaled","Other Than Main Track","No",0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,32.58902,-96.68527,"3","Cl","Class 3","SMT-8 - Short Line West",18000,"No","Yes","Summer"
2022,"9",50,"Day","Clear","Main","4",49.25,"East",49,"Recorded",49,10114,"Signaled","Signal Indication","No",1,2,0,0,0,1,72,0,0,0,0,1,0,0,1,34.133441,-99.16284,"4","CL","Class 1","SMT-5 - BNSF",5202329,"No","No","Winter"
2021,"19",70,"Day","Clear","Main","1",0.5,"East",5,"Estimated",5,3133,"Not Signaled","Yard/Restricted Limits","No",0,1,0,0,0,0,18,0,29,0,0,1,0,1,1,29.46589,-98.396065,"1","CL","Class 1","SMT-6 - UP/KCS",25358,"No","No","Winter"
2022,"12",80,"Day","Un-Clear","Main","4",29.2,"South",42,"Estimated",42,13262,"Signaled","Signal Indication","No",1,2,0,1,0,1,118,0,40,0,0,1,0,0,1,33.039133,-94.972577,"4","CL","Class 1","SMT-6 - UP/KCS",2106365,"No","No","Winter"
2021,"6",62,"Dark","Un-Clear","Main","3",15.5,"South",5,"Estimated",5,4653,"Signaled","Signal Indication","No",0,4,0,0,0,0,33,0,0,0,0,1,0,0,1,30.523504,-96.694718,"3","CL","Class 1","SMT-6 - UP/KCS",80928,"No","Yes","Fall"
